,site_id,lon,lat,sid,gmv_PGA,eid
0,0,116.71999,-31.82,0,0.12083762405508848,12884901888
1,1,116.71999,-31.8245,1,0.11685301893408714,12884901888
2,2,116.71999,-31.82899,2,0.11291464992304114,12884901888
3,3,116.71999,-31.83349,3,0.1090486783219571,12884901888
4,4,116.71999,-31.83799,4,0.1052748599508414,12884901888
5,5,116.71999,-31.84248,5,0.10160752619970019,12884901888
6,6,116.71999,-31.84698,6,0.09805650980853926,12884901888
7,7,116.71999,-31.85148,7,0.09462804305736401,12884901888
8,8,116.71999,-31.855970000000003,8,0.09132553830617958,12884901888
9,9,116.71999,-31.86047,9,0.08815016722499056,12884901888
10,10,116.72,-31.86497,10,0.08510140353380125,12884901888
11,11,116.72,-31.869459999999997,11,0.08217747035261543,12884901888
12,12,116.72,-31.873959999999997,12,0.07937562462143659,12884901888
13,13,116.72,-31.878459999999997,13,0.07669247223026775,12884901888
14,14,116.72,-31.88295,14,0.0741241366491116,12884901888
15,15,116.72,-31.88745,15,0.07166644372797047,12884901888
16,16,116.72,-31.89195,16,0.0693150905568464,12884901888
17,17,116.72,-31.896440000000002,17,0.06706560235574104,12884901888
18,18,116.72,-31.900940000000002,18,0.06491359988465585,12884901888
19,19,116.72,-31.905440000000002,19,0.06285468528359199,12884901888
20,20,116.72,-31.90993,20,0.060884558082550395,12884901888
21,21,116.72,-31.91443,21,0.058999080131531795,12884901888
22,22,116.72,-31.91893,22,0.05719422063053671,12884901888
23,23,116.72,-31.92342,23,0.05546604099956554,12884901888
24,24,116.72,-31.92792,24,0.05381086526861851,12884901888
25,25,116.72,-31.93242,25,0.05222509011769571,12884901888
26,26,116.72,-31.936909999999997,26,0.05070533412679711,12884901888
27,27,116.72,-31.941409999999998,27,0.04924833388592262,12884901888
28,28,116.72,-31.945909999999998,28,0.047850993065072026,12884901888
29,29,116.72,-31.9504,29,0.04651041235424505,12884901888
30,30,116.72528,-31.82,30,0.11712912017415837,12884901888
31,31,116.72528,-31.8245,31,0.11345653407318854,12884901888
32,32,116.72528999999999,-31.82899,32,0.10980844197217479,12884901888
33,33,116.72528999999999,-31.83349,33,0.10621050102112352,12884901888
34,34,116.72528999999999,-31.83799,34,0.10268268994004079,12884901888
