eid,sid,gmv_PGA
12884901888,0,1.208376E-01
12884901888,1,1.168530E-01
12884901888,2,1.129146E-01
12884901888,3,1.090487E-01
12884901888,4,1.052749E-01
12884901888,5,1.016075E-01
12884901888,6,9.805651E-02
12884901888,7,9.462804E-02
12884901888,8,9.132554E-02
12884901888,9,8.815017E-02
12884901888,10,8.510140E-02
12884901888,11,8.217747E-02
12884901888,12,7.937562E-02
12884901888,13,7.669247E-02
12884901888,14,7.412414E-02
12884901888,15,7.166644E-02
12884901888,16,6.931509E-02
12884901888,17,6.706560E-02
12884901888,18,6.491360E-02
12884901888,19,6.285469E-02
12884901888,20,6.088456E-02
12884901888,21,5.899908E-02
12884901888,22,5.719422E-02
12884901888,23,5.546604E-02
12884901888,24,5.381087E-02
12884901888,25,5.222509E-02
12884901888,26,5.070533E-02
12884901888,27,4.924833E-02
12884901888,28,4.785099E-02
12884901888,29,4.651041E-02
12884901888,30,1.171291E-01
12884901888,31,1.134565E-01
12884901888,32,1.098084E-01
12884901888,33,1.062105E-01
12884901888,34,1.026827E-01
12884901888,35,9.924013E-02
12884901888,36,9.589382E-02
12884901888,37,9.265132E-02
12884901888,38,8.951748E-02
12884901888,39,8.649495E-02
12884901888,40,8.358463E-02
12884901888,41,8.078604E-02
12884901888,42,7.809774E-02
12884901888,43,7.551751E-02
12884901888,44,7.304249E-02
12884901888,45,7.066949E-02
12884901888,46,6.839506E-02
12884901888,47,6.621557E-02
12884901888,48,6.412724E-02
12884901888,49,6.212639E-02
12884901888,50,6.020924E-02
12884901888,51,5.837217E-02
12884901888,52,5.661155E-02
12884901888,53,5.492392E-02
12884901888,54,5.330589E-02
12884901888,55,5.175420E-02
12884901888,56,5.026578E-02
12884901888,57,4.883761E-02
12884901888,58,4.746682E-02
12884901888,59,4.615070E-02
12884901888,60,1.134196E-01
12884901888,61,1.100421E-01
12884901888,62,1.066708E-01
12884901888,63,1.033306E-01
12884901888,64,1.000411E-01
12884901888,65,9.681795E-02
12884901888,66,9.367278E-02
12884901888,67,9.061417E-02
12884901888,68,8.764814E-02
12884901888,69,8.477851E-02
12884901888,70,8.200735E-02
12884901888,71,7.933537E-02
12884901888,72,7.676229E-02
12884901888,73,7.428686E-02
12884901888,74,7.190727E-02
12884901888,75,6.962117E-02
12884901888,76,6.742593E-02
12884901888,77,6.531866E-02
12884901888,78,6.329628E-02
12884901888,79,6.135567E-02
12884901888,80,5.949362E-02
12884901888,81,5.770701E-02
12884901888,82,5.599261E-02
12884901888,83,5.434740E-02
12884901888,84,5.276832E-02
12884901888,85,5.125247E-02
12884901888,86,4.979701E-02
12884901888,87,4.839919E-02
12884901888,88,4.705642E-02
12884901888,89,4.576616E-02
12884901888,90,1.097406E-01
12884901888,91,1.066393E-01
12884901888,92,1.035294E-01
12884901888,93,1.004344E-01
12884901888,94,9.737352E-02
12884901888,95,9.436222E-02
12884901888,96,9.141260E-02
12884901888,97,8.853395E-02
12884901888,98,8.573307E-02
12884901888,99,8.301473E-02
12884901888,100,8.038200E-02
12884901888,101,7.783662E-02
12884901888,102,7.537919E-02
12884901888,103,7.300944E-02
12884901888,104,7.072638E-02
12884901888,105,6.852853E-02
12884901888,106,6.641398E-02
12884901888,107,6.438054E-02
12884901888,108,6.242575E-02
12884901888,109,6.054705E-02
12884901888,110,5.874177E-02
12884901888,111,5.700725E-02
12884901888,112,5.534071E-02
12884901888,113,5.373947E-02
12884901888,114,5.220087E-02
12884901888,115,5.072228E-02
12884901888,116,4.930117E-02
12884901888,117,4.793508E-02
12884901888,118,4.662157E-02
12884901888,119,4.535838E-02
12884901888,120,1.061172E-01
12884901888,121,1.032725E-01
12884901888,122,1.004074E-01
12884901888,123,9.754377E-02
12884901888,124,9.470015E-02
12884901888,125,9.189163E-02
12884901888,126,8.913049E-02
12884901888,127,8.642630E-02
12884901888,128,8.378651E-02
12884901888,129,8.121655E-02
12884901888,130,7.872030E-02
12884901888,131,7.630027E-02
12884901888,132,7.395790E-02
12884901888,133,7.169371E-02
12884901888,134,6.950752E-02
12884901888,135,6.739849E-02
12884901888,136,6.536543E-02
12884901888,137,6.340677E-02
12884901888,138,6.152063E-02
12884901888,139,5.970502E-02
12884901888,140,5.795775E-02
12884901888,141,5.627653E-02
12884901888,142,5.465909E-02
12884901888,143,5.310309E-02
12884901888,144,5.160618E-02
12884901888,145,5.016607E-02
12884901888,146,4.878049E-02
12884901888,147,4.744721E-02
12884901888,148,4.616409E-02
12884901888,149,4.492901E-02
12884901888,150,1.025686E-01
12884901888,151,9.996092E-02
12884901888,152,9.732349E-02
12884901888,153,9.467679E-02
12884901888,154,9.203820E-02
12884901888,155,8.942243E-02
12884901888,156,8.684152E-02
12884901888,157,8.430523E-02
12884901888,158,8.182130E-02
12884901888,159,7.939573E-02
12884901888,160,7.703294E-02
12884901888,161,7.473611E-02
12884901888,162,7.250732E-02
12884901888,163,7.034778E-02
12884901888,164,6.825793E-02
12884901888,165,6.623760E-02
12884901888,166,6.428622E-02
12884901888,167,6.240272E-02
12884901888,168,6.058584E-02
12884901888,169,5.883399E-02
12884901888,170,5.714550E-02
12884901888,171,5.551850E-02
12884901888,172,5.395106E-02
12884901888,173,5.244121E-02
12884901888,174,5.098696E-02
12884901888,175,4.958625E-02
12884901888,176,4.823714E-02
12884901888,177,4.693763E-02
12884901888,178,4.568579E-02
12884901888,179,4.447971E-02
12884901888,180,9.910941E-02
12884901888,181,9.671949E-02
12884901888,182,9.429285E-02
12884901888,183,9.184829E-02
12884901888,184,8.940214E-02
12884901888,185,8.696837E-02
12884901888,186,8.455874E-02
12884901888,187,8.218295E-02
12884901888,188,7.984890E-02
12884901888,189,7.756286E-02
12884901888,190,7.532971E-02
12884901888,191,7.315310E-02
12884901888,192,7.103565E-02
12884901888,193,6.897910E-02
12884901888,194,6.698446E-02
12884901888,195,6.505214E-02
12884901888,196,6.318201E-02
12884901888,197,6.137360E-02
12884901888,198,5.962603E-02
12884901888,199,5.793824E-02
12884901888,200,5.630893E-02
12884901888,201,5.473664E-02
12884901888,202,5.321980E-02
12884901888,203,5.175678E-02
12884901888,204,5.034585E-02
12884901888,205,4.898528E-02
12884901888,206,4.767337E-02
12884901888,207,4.640835E-02
12884901888,208,4.518852E-02
12884901888,209,4.401217E-02
12884901888,210,9.574997E-02
12884901888,211,9.355947E-02
12884901888,212,9.132713E-02
12884901888,213,8.907015E-02
12884901888,214,8.680372E-02
12884901888,215,8.454100E-02
12884901888,216,8.229329E-02
12884901888,217,8.007011E-02
12884901888,218,7.787933E-02
12884901888,219,7.572736E-02
12884901888,220,7.361941E-02
12884901888,221,7.155943E-02
12884901888,222,6.955044E-02
12884901888,223,6.759466E-02
12884901888,224,6.569355E-02
12884901888,225,6.384795E-02
12884901888,226,6.205821E-02
12884901888,227,6.032430E-02
12884901888,228,5.864574E-02
12884901888,229,5.702190E-02
12884901888,230,5.545182E-02
12884901888,231,5.393442E-02
12884901888,232,5.246846E-02
12884901888,233,5.105261E-02
12884901888,234,4.968546E-02
12884901888,235,4.836552E-02
12884901888,236,4.709134E-02
12884901888,237,4.586136E-02
12884901888,238,4.467410E-02
12884901888,239,4.352805E-02
12884901888,240,9.249735E-02
12884901888,241,9.048901E-02
12884901888,242,8.843523E-02
12884901888,243,8.635172E-02
12884901888,244,8.425247E-02
12884901888,245,8.214984E-02
12884901888,246,8.005454E-02
12884901888,247,7.797575E-02
12884901888,248,7.592127E-02
12884901888,249,7.389753E-02
12884901888,250,7.190980E-02
12884901888,251,6.996239E-02
12884901888,252,6.805856E-02
12884901888,253,6.620084E-02
12884901888,254,6.439107E-02
12884901888,255,6.263052E-02
12884901888,256,6.091985E-02
12884901888,257,5.925945E-02
12884901888,258,5.764923E-02
12884901888,259,5.608883E-02
12884901888,260,5.457772E-02
12884901888,261,5.311511E-02
12884901888,262,5.170006E-02
12884901888,263,5.033152E-02
12884901888,264,4.900835E-02
12884901888,265,4.772932E-02
12884901888,266,4.649319E-02
12884901888,267,4.529862E-02
12884901888,268,4.414434E-02
12884901888,269,4.302900E-02
12884901888,270,8.935596E-02
12884901888,271,8.751363E-02
12884901888,272,8.562358E-02
12884901888,273,8.370005E-02
12884901888,274,8.175587E-02
12884901888,275,7.980254E-02
12884901888,276,7.785015E-02
12884901888,277,7.590751E-02
12884901888,278,7.398215E-02
12884901888,279,7.208047E-02
12884901888,280,7.020779E-02
12884901888,281,6.836850E-02
12884901888,282,6.656609E-02
12884901888,283,6.480338E-02
12884901888,284,6.308243E-02
12884901888,285,6.140482E-02
12884901888,286,5.977159E-02
12884901888,287,5.818338E-02
12884901888,288,5.664044E-02
12884901888,289,5.514277E-02
12884901888,290,5.369008E-02
12884901888,291,5.228186E-02
12884901888,292,5.091749E-02
12884901888,293,4.959617E-02
12884901888,294,4.831697E-02
12884901888,295,4.707892E-02
12884901888,296,4.588099E-02
12884901888,297,4.472205E-02
12884901888,298,4.360099E-02
12884901888,299,4.251667E-02
12884901888,300,8.632802E-02
12884901888,301,8.463684E-02
12884901888,302,8.289664E-02
12884901888,303,8.112032E-02
12884901888,304,7.931962E-02
12884901888,305,7.750517E-02
12884901888,306,7.568641E-02
12884901888,307,7.387170E-02
12884901888,308,7.206828E-02
12884901888,309,7.028241E-02
12884901888,310,6.851932E-02
12884901888,311,6.678350E-02
12884901888,312,6.507855E-02
12884901888,313,6.340743E-02
12884901888,314,6.177248E-02
12884901888,315,6.017548E-02
12884901888,316,5.861771E-02
12884901888,317,5.710011E-02
12884901888,318,5.562318E-02
12884901888,319,5.418719E-02
12884901888,320,5.279210E-02
12884901888,321,5.143768E-02
12884901888,322,5.012354E-02
12884901888,323,4.884909E-02
12884901888,324,4.761368E-02
12884901888,325,4.641654E-02
12884901888,326,4.525678E-02
12884901888,327,4.413351E-02
12884901888,328,4.304579E-02
12884901888,329,4.199262E-02
12884901888,330,8.341409E-02
12884901888,331,8.186036E-02
12884901888,332,8.025718E-02
12884901888,333,7.861616E-02
12884901888,334,7.694797E-02
12884901888,335,7.526242E-02
12884901888,336,7.356829E-02
12884901888,337,7.187347E-02
12884901888,338,7.018485E-02
12884901888,339,6.850848E-02
12884901888,340,6.684948E-02
12884901888,341,6.521234E-02
12884901888,342,6.360071E-02
12884901888,343,6.201764E-02
12884901888,344,6.046563E-02
12884901888,345,5.894663E-02
12884901888,346,5.746214E-02
12884901888,347,5.601329E-02
12884901888,348,5.460086E-02
12884901888,349,5.322527E-02
12884901888,350,5.188678E-02
12884901888,351,5.058533E-02
12884901888,352,4.932078E-02
12884901888,353,4.809273E-02
12884901888,354,4.690076E-02
12884901888,355,4.574422E-02
12884901888,356,4.462249E-02
12884901888,357,4.353481E-02
12884901888,358,4.248039E-02
12884901888,359,4.145841E-02
12884901888,360,8.061341E-02
12884901888,361,7.918468E-02
12884901888,362,7.770665E-02
12884901888,363,7.618981E-02
12884901888,364,7.464385E-02
12884901888,365,7.307773E-02
12884901888,366,7.149965E-02
12884901888,367,6.991691E-02
12884901888,368,6.833613E-02
12884901888,369,6.676301E-02
12884901888,370,6.520263E-02
12884901888,371,6.365930E-02
12884901888,372,6.213673E-02
12884901888,373,6.063801E-02
12884901888,374,5.916573E-02
12884901888,375,5.772196E-02
12884901888,376,5.630839E-02
12884901888,377,5.492629E-02
12884901888,378,5.357662E-02
12884901888,379,5.226003E-02
12884901888,380,5.097690E-02
12884901888,381,4.972745E-02
12884901888,382,4.851166E-02
12884901888,383,4.732938E-02
12884901888,384,4.618028E-02
12884901888,385,4.506398E-02
12884901888,386,4.397997E-02
12884901888,387,4.292765E-02
12884901888,388,4.190641E-02
12884901888,389,4.091553E-02
12884901888,390,7.792422E-02
12884901888,391,7.660916E-02
12884901888,392,7.524546E-02
12884901888,393,7.384250E-02
12884901888,394,7.240914E-02
12884901888,395,7.095357E-02
12884901888,396,6.948332E-02
12884901888,397,6.800522E-02
12884901888,398,6.652548E-02
12884901888,399,6.504958E-02
12884901888,400,6.358233E-02
12884901888,401,6.212800E-02
12884901888,402,6.069021E-02
12884901888,403,5.927206E-02
12884901888,404,5.787621E-02
12884901888,405,5.650481E-02
12884901888,406,5.515965E-02
12884901888,407,5.384213E-02
12884901888,408,5.255337E-02
12884901888,409,5.129416E-02
12884901888,410,5.006508E-02
12884901888,411,4.886648E-02
12884901888,412,4.769850E-02
12884901888,413,4.656115E-02
12884901888,414,4.545431E-02
12884901888,415,4.437770E-02
12884901888,416,4.333097E-02
12884901888,417,4.231369E-02
12884901888,418,4.132536E-02
12884901888,419,4.036541E-02
12884901888,420,7.534411E-02
12884901888,421,7.413239E-02
12884901888,422,7.287308E-02
12884901888,423,7.157458E-02
12884901888,424,7.024490E-02
12884901888,425,6.889150E-02
12884901888,426,6.752135E-02
12884901888,427,6.614080E-02
12884901888,428,6.475564E-02
12884901888,429,6.337103E-02
12884901888,430,6.199161E-02
12884901888,431,6.062150E-02
12884901888,432,5.926421E-02
12884901888,433,5.792286E-02
12884901888,434,5.660008E-02
12884901888,435,5.529809E-02
12884901888,436,5.401875E-02
12884901888,437,5.276354E-02
12884901888,438,5.153371E-02
12884901888,439,5.033018E-02
12884901888,440,4.915367E-02
12884901888,441,4.800462E-02
12884901888,442,4.688339E-02
12884901888,443,4.579007E-02
12884901888,444,4.472469E-02
12884901888,445,4.368713E-02
12884901888,446,4.267716E-02
12884901888,447,4.169448E-02
12884901888,448,4.073871E-02
12884901888,449,3.980941E-02
12884901888,450,7.287007E-02
12884901888,451,7.175238E-02
12884901888,452,7.058840E-02
12884901888,453,6.938566E-02
12884901888,454,6.815140E-02
12884901888,455,6.689242E-02
12884901888,456,6.561511E-02
12884901888,457,6.432536E-02
12884901888,458,6.302855E-02
12884901888,459,6.172957E-02
12884901888,460,6.043285E-02
12884901888,461,5.914227E-02
12884901888,462,5.786131E-02
12884901888,463,5.659298E-02
12884901888,464,5.533991E-02
12884901888,465,5.410433E-02
12884901888,466,5.288815E-02
12884901888,467,5.169292E-02
12884901888,468,5.051998E-02
12884901888,469,4.937033E-02
12884901888,470,4.824479E-02
12884901888,471,4.714396E-02
12884901888,472,4.606827E-02
12884901888,473,4.501797E-02
12884901888,474,4.399319E-02
12884901888,475,4.299393E-02
12884901888,476,4.202010E-02
12884901888,477,4.107149E-02
12884901888,478,4.014784E-02
12884901888,479,3.924883E-02
12884901888,480,7.049871E-02
12884901888,481,6.946665E-02
12884901888,482,6.838977E-02
12884901888,483,6.727482E-02
12884901888,484,6.612835E-02
12884901888,485,6.495656E-02
12884901888,486,6.376529E-02
12884901888,487,6.256001E-02
12884901888,488,6.134568E-02
12884901888,489,6.012695E-02
12884901888,490,5.890791E-02
12884901888,491,5.769236E-02
12884901888,492,5.648361E-02
12884901888,493,5.528461E-02
12884901888,494,5.409790E-02
12884901888,495,5.292573E-02
12884901888,496,5.177004E-02
12884901888,497,5.063242E-02
12884901888,498,4.951423E-02
12884901888,499,4.841660E-02
12884901888,500,4.734039E-02
12884901888,501,4.628634E-02
12884901888,502,4.525494E-02
12884901888,503,4.424655E-02
12884901888,504,4.326142E-02
12884901888,505,4.229965E-02
12884901888,506,4.136123E-02
12884901888,507,4.044609E-02
12884901888,508,3.955406E-02
12884901888,509,3.868490E-02
12884901888,510,6.822646E-02
12884901888,511,6.727241E-02
12884901888,512,6.627513E-02
12884901888,513,6.524069E-02
12884901888,514,6.417499E-02
12884901888,515,6.308371E-02
12884901888,516,6.197217E-02
12884901888,517,6.084539E-02
12884901888,518,5.970802E-02
12884901888,519,5.856432E-02
12884901888,520,5.741827E-02
12884901888,521,5.627337E-02
12884901888,522,5.513284E-02
12884901888,523,5.399951E-02
12884901888,524,5.287588E-02
12884901888,525,5.176418E-02
12884901888,526,5.066629E-02
12884901888,527,4.958387E-02
12884901888,528,4.851833E-02
12884901888,529,4.747080E-02
12884901888,530,4.644225E-02
12884901888,531,4.543346E-02
12884901888,532,4.444502E-02
12884901888,533,4.347739E-02
12884901888,534,4.253088E-02
12884901888,535,4.160569E-02
12884901888,536,4.070193E-02
12884901888,537,3.981958E-02
12884901888,538,3.895857E-02
12884901888,539,3.811877E-02
12884901888,540,6.604957E-02
12884901888,541,6.516664E-02
12884901888,542,6.424216E-02
12884901888,543,6.328157E-02
12884901888,544,6.229022E-02
12884901888,545,6.127327E-02
12884901888,546,6.023555E-02
12884901888,547,5.918172E-02
12884901888,548,5.811607E-02
12884901888,549,5.704258E-02
12884901888,550,5.596494E-02
12884901888,551,5.488653E-02
12884901888,552,5.381037E-02
12884901888,553,5.273918E-02
12884901888,554,5.167542E-02
12884901888,555,5.062125E-02
12884901888,556,4.957852E-02
12884901888,557,4.854894E-02
12884901888,558,4.753385E-02
