site_id,lon,lat
0,116.72000,-31.82000
1,116.72000,-31.82180
2,116.72000,-31.82360
3,116.72000,-31.82540
4,116.72000,-31.82719
5,116.72000,-31.82899
6,116.72000,-31.83079
7,116.72000,-31.83259
8,116.72000,-31.83439
9,116.72000,-31.83619
10,116.72000,-31.83799
11,116.72000,-31.83979
12,116.72000,-31.84158
13,116.72000,-31.84338
14,116.72000,-31.84518
15,116.72000,-31.84698
16,116.72000,-31.84878
17,116.72000,-31.85058
18,116.72000,-31.85238
19,116.72000,-31.85417
20,116.72000,-31.85597
21,116.72000,-31.85777
22,116.72000,-31.85957
23,116.72000,-31.86137
24,116.72000,-31.86317
25,116.72000,-31.86497
26,116.72000,-31.86676
27,116.72000,-31.86856
28,116.72000,-31.87036
29,116.72000,-31.87216
30,116.72000,-31.87396
31,116.72000,-31.87576
32,116.72000,-31.87756
33,116.72000,-31.87936
34,116.72000,-31.88115
35,116.72000,-31.88295
36,116.72000,-31.88475
37,116.72000,-31.88655
38,116.72000,-31.88835
39,116.72000,-31.89015
40,116.72000,-31.89195
41,116.72000,-31.89374
42,116.72000,-31.89554
43,116.72000,-31.89734
44,116.72000,-31.89914
45,116.72000,-31.90094
46,116.72000,-31.90274
47,116.72000,-31.90454
48,116.72000,-31.90633
49,116.72000,-31.90813
50,116.72000,-31.90993
51,116.72000,-31.91173
52,116.72000,-31.91353
53,116.72000,-31.91533
54,116.72000,-31.91713
55,116.72000,-31.91893
56,116.72000,-31.92072
57,116.72000,-31.92252
58,116.72000,-31.92432
59,116.72000,-31.92612
60,116.72000,-31.92792
61,116.72000,-31.92972
62,116.72000,-31.93152
63,116.72211,-31.82000
64,116.72211,-31.82180
65,116.72211,-31.82360
66,116.72211,-31.82540
67,116.72211,-31.82719
68,116.72211,-31.82899
69,116.72211,-31.83079
70,116.72211,-31.83259
71,116.72211,-31.83439
72,116.72211,-31.83619
73,116.72212,-31.83799
74,116.72212,-31.83979
75,116.72212,-31.84158
76,116.72212,-31.84338
77,116.72212,-31.84518
78,116.72212,-31.84698
79,116.72212,-31.84878
80,116.72212,-31.85058
81,116.72212,-31.85238
82,116.72212,-31.85417
83,116.72212,-31.85597
84,116.72212,-31.85777
85,116.72212,-31.85957
86,116.72212,-31.86137
87,116.72212,-31.86317
88,116.72212,-31.86497
89,116.72212,-31.86676
90,116.72212,-31.86856
91,116.72212,-31.87036
92,116.72212,-31.87216
93,116.72212,-31.87396
94,116.72212,-31.87576
95,116.72212,-31.87756
96,116.72212,-31.87936
97,116.72212,-31.88115
98,116.72212,-31.88295
99,116.72212,-31.88475
100,116.72212,-31.88655
101,116.72212,-31.88835
102,116.72212,-31.89015
103,116.72212,-31.89195
104,116.72212,-31.89374
105,116.72212,-31.89554
106,116.72212,-31.89734
107,116.72212,-31.89914
108,116.72212,-31.90094
109,116.72212,-31.90274
