site_id,lon,lat,sid,gmv_PGA,eid
0,1.167200E+02,-3.182000E+01,0,1.160077E-01,12884901888
1,1.167200E+02,-3.182180E+01,1,1.144575E-01,12884901888
2,1.167200E+02,-3.182360E+01,2,1.129120E-01,12884901888
3,1.167200E+02,-3.182540E+01,3,1.113731E-01,12884901888
4,1.167200E+02,-3.182719E+01,4,1.098511E-01,12884901888
5,1.167200E+02,-3.182899E+01,5,1.083306E-01,12884901888
6,1.167200E+02,-3.183079E+01,6,1.068218E-01,12884901888
7,1.167200E+02,-3.183259E+01,7,1.053260E-01,12884901888
8,1.167200E+02,-3.183439E+01,8,1.038443E-01,12884901888
9,1.167200E+02,-3.183619E+01,9,1.023778E-01,12884901888
10,1.167200E+02,-3.183799E+01,10,1.009273E-01,12884901888
11,1.167200E+02,-3.183979E+01,11,9.949379E-02,12884901888
12,1.167200E+02,-3.184158E+01,12,9.808562E-02,12884901888
13,1.167200E+02,-3.184338E+01,13,1.050494E-01,12884901888
14,1.167200E+02,-3.184518E+01,14,1.035835E-01,12884901888
15,1.167200E+02,-3.184698E+01,15,1.021371E-01,12884901888
16,1.167200E+02,-3.184878E+01,16,1.007104E-01,12884901888
17,1.167200E+02,-3.185058E+01,17,9.128554E-02,12884901888
18,1.167200E+02,-3.185238E+01,18,8.998386E-02,12884901888
19,1.167200E+02,-3.185417E+01,19,8.870916E-02,12884901888
20,1.167200E+02,-3.185597E+01,20,8.744720E-02,12884901888
21,1.167200E+02,-3.185777E+01,21,8.620524E-02,12884901888
22,1.167200E+02,-3.185957E+01,22,8.498323E-02,12884901888
23,1.167200E+02,-3.186137E+01,23,8.378113E-02,12884901888
24,1.167200E+02,-3.186317E+01,24,8.259886E-02,12884901888
25,1.167200E+02,-3.186497E+01,25,8.143629E-02,12884901888
26,1.167200E+02,-3.186676E+01,26,8.029958E-02,12884901888
27,1.167200E+02,-3.186856E+01,27,7.917587E-02,12884901888
28,1.167200E+02,-3.187036E+01,28,7.807134E-02,12884901888
29,1.167200E+02,-3.187216E+01,29,7.698586E-02,12884901888
30,1.167200E+02,-3.187396E+01,30,7.591915E-02,12884901888
31,1.167200E+02,-3.187576E+01,31,7.487100E-02,12884901888
32,1.167200E+02,-3.187756E+01,32,7.384115E-02,12884901888
33,1.167200E+02,-3.187936E+01,33,7.282938E-02,12884901888
34,1.167200E+02,-3.188115E+01,34,7.184087E-02,12884901888
35,1.167200E+02,-3.188295E+01,35,7.086433E-02,12884901888
36,1.167200E+02,-3.188475E+01,36,6.990506E-02,12884901888
37,1.167200E+02,-3.188655E+01,37,6.896278E-02,12884901888
38,1.167200E+02,-3.188835E+01,38,6.803721E-02,12884901888
39,1.167200E+02,-3.189015E+01,39,6.712805E-02,12884901888
40,1.167200E+02,-3.189195E+01,40,6.623505E-02,12884901888
41,1.167200E+02,-3.189374E+01,41,6.840496E-02,12884901888
42,1.167200E+02,-3.189554E+01,42,6.750854E-02,12884901888
43,1.167200E+02,-3.189734E+01,43,6.662788E-02,12884901888
44,1.167200E+02,-3.189914E+01,44,6.576270E-02,12884901888
45,1.167200E+02,-3.190094E+01,45,6.491269E-02,12884901888
46,1.167200E+02,-3.190274E+01,46,6.407760E-02,12884901888
47,1.167200E+02,-3.190454E+01,47,6.325717E-02,12884901888
48,1.167200E+02,-3.190633E+01,48,6.245551E-02,12884901888
49,1.167200E+02,-3.190813E+01,49,6.166345E-02,12884901888
50,1.167200E+02,-3.190993E+01,50,5.813980E-02,12884901888
51,1.167200E+02,-3.191173E+01,51,5.740593E-02,12884901888
52,1.167200E+02,-3.191353E+01,52,5.668496E-02,12884901888
53,1.167200E+02,-3.191533E+01,53,5.597658E-02,12884901888
54,1.167200E+02,-3.191713E+01,54,5.528060E-02,12884901888
55,1.167200E+02,-3.191893E+01,55,5.459672E-02,12884901888
56,1.167200E+02,-3.192072E+01,56,5.392845E-02,12884901888
57,1.167200E+02,-3.192252E+01,57,5.326805E-02,12884901888
58,1.167200E+02,-3.192432E+01,58,5.261906E-02,12884901888
59,1.167200E+02,-3.192612E+01,59,5.198126E-02,12884901888
