site_id,lon,lat
0,116.71999,-31.82000
1,116.71999,-31.82450
2,116.71999,-31.82899
3,116.71999,-31.83349
4,116.71999,-31.83799
5,116.71999,-31.84248
6,116.71999,-31.84698
7,116.71999,-31.85148
8,116.71999,-31.85597
9,116.71999,-31.86047
10,116.72000,-31.86497
11,116.72000,-31.86946
12,116.72000,-31.87396
13,116.72000,-31.87846
14,116.72000,-31.88295
15,116.72000,-31.88745
16,116.72000,-31.89195
17,116.72000,-31.89644
18,116.72000,-31.90094
19,116.72000,-31.90544
20,116.72000,-31.90993
21,116.72000,-31.91443
22,116.72000,-31.91893
23,116.72000,-31.92342
24,116.72000,-31.92792
25,116.72000,-31.93242
26,116.72000,-31.93691
27,116.72000,-31.94141
28,116.72000,-31.94591
29,116.72000,-31.95040
30,116.72528,-31.82000
31,116.72528,-31.82450
32,116.72529,-31.82899
33,116.72529,-31.83349
34,116.72529,-31.83799
35,116.72529,-31.84248
36,116.72529,-31.84698
37,116.72529,-31.85148
38,116.72529,-31.85597
39,116.72529,-31.86047
40,116.72529,-31.86497
41,116.72529,-31.86946
42,116.72529,-31.87396
43,116.72529,-31.87846
44,116.72529,-31.88295
45,116.72529,-31.88745
46,116.72529,-31.89195
47,116.72529,-31.89644
48,116.72529,-31.90094
49,116.72529,-31.90544
50,116.72529,-31.90993
51,116.72530,-31.91443
52,116.72530,-31.91893
53,116.72530,-31.92342
54,116.72530,-31.92792
55,116.72530,-31.93242
56,116.72530,-31.93691
57,116.72530,-31.94141
58,116.72530,-31.94591
59,116.72530,-31.95040
60,116.73058,-31.82000
61,116.73058,-31.82450
62,116.73058,-31.82899
63,116.73058,-31.83349
64,116.73058,-31.83799
65,116.73058,-31.84248
66,116.73058,-31.84698
67,116.73058,-31.85148
68,116.73058,-31.85597
69,116.73058,-31.86047
70,116.73058,-31.86497
71,116.73058,-31.86946
72,116.73059,-31.87396
73,116.73059,-31.87846
74,116.73059,-31.88295
75,116.73059,-31.88745
76,116.73059,-31.89195
77,116.73059,-31.89644
78,116.73059,-31.90094
79,116.73059,-31.90544
80,116.73059,-31.90993
81,116.73059,-31.91443
82,116.73059,-31.91893
83,116.73059,-31.92342
84,116.73060,-31.92792
85,116.73060,-31.93242
86,116.73060,-31.93691
87,116.73060,-31.94141
88,116.73060,-31.94591
89,116.73060,-31.95040
90,116.73587,-31.82000
91,116.73587,-31.82450
92,116.73587,-31.82899
93,116.73587,-31.83349
94,116.73587,-31.83799
95,116.73587,-31.84248
96,116.73587,-31.84698
97,116.73588,-31.85148
98,116.73588,-31.85597
99,116.73588,-31.86047
100,116.73588,-31.86497
101,116.73588,-31.86946
102,116.73588,-31.87396
103,116.73588,-31.87846
104,116.73588,-31.88295
105,116.73588,-31.88745
106,116.73588,-31.89195
107,116.73589,-31.89644
108,116.73589,-31.90094
109,116.73589,-31.90544
110,116.73589,-31.90993
111,116.73589,-31.91443
112,116.73589,-31.91893
113,116.73589,-31.92342
114,116.73589,-31.92792
115,116.73589,-31.93242
116,116.73590,-31.93691
117,116.73590,-31.94141
118,116.73590,-31.94591
119,116.73590,-31.95040
120,116.74116,-31.82000
121,116.74116,-31.82450
122,116.74116,-31.82899
123,116.74116,-31.83349
124,116.74117,-31.83799
125,116.74117,-31.84248
126,116.74117,-31.84698
127,116.74117,-31.85148
128,116.74117,-31.85597
129,116.74117,-31.86047
130,116.74117,-31.86497
131,116.74117,-31.86946
132,116.74118,-31.87396
133,116.74118,-31.87846
134,116.74118,-31.88295
135,116.74118,-31.88745
136,116.74118,-31.89195
137,116.74118,-31.89644
138,116.74118,-31.90094
139,116.74118,-31.90544
140,116.74119,-31.90993
141,116.74119,-31.91443
142,116.74119,-31.91893
143,116.74119,-31.92342
144,116.74119,-31.92792
145,116.74119,-31.93242
146,116.74119,-31.93691
147,116.74120,-31.94141
148,116.74120,-31.94591
149,116.74120,-31.95040
150,116.74645,-31.82000
151,116.74645,-31.82450
152,116.74646,-31.82899
153,116.74646,-31.83349
154,116.74646,-31.83799
155,116.74646,-31.84248
156,116.74646,-31.84698
157,116.74646,-31.85148
158,116.74646,-31.85597
159,116.74647,-31.86047
160,116.74647,-31.86497
161,116.74647,-31.86946
162,116.74647,-31.87396
163,116.74647,-31.87846
164,116.74647,-31.88295
165,116.74648,-31.88745
166,116.74648,-31.89195
167,116.74648,-31.89644
168,116.74648,-31.90094
169,116.74648,-31.90544
170,116.74648,-31.90993
171,116.74648,-31.91443
172,116.74649,-31.91893
