site_id,lon,lat
173,116.74649,-31.92342
174,116.74649,-31.92792
175,116.74649,-31.93242
176,116.74649,-31.93691
177,116.74649,-31.94141
178,116.74650,-31.94591
179,116.74650,-31.95040
180,116.75174,-31.82000
181,116.75175,-31.82450
182,116.75175,-31.82899
183,116.75175,-31.83349
184,116.75175,-31.83799
185,116.75175,-31.84248
186,116.75175,-31.84698
187,116.75176,-31.85148
188,116.75176,-31.85597
189,116.75176,-31.86047
190,116.75176,-31.86497
191,116.75176,-31.86946
192,116.75177,-31.87396
193,116.75177,-31.87846
194,116.75177,-31.88295
195,116.75177,-31.88745
196,116.75177,-31.89195
197,116.75177,-31.89644
198,116.75178,-31.90094
199,116.75178,-31.90544
200,116.75178,-31.90993
201,116.75178,-31.91443
202,116.75178,-31.91893
203,116.75179,-31.92342
204,116.75179,-31.92792
205,116.75179,-31.93242
206,116.75179,-31.93691
207,116.75179,-31.94141
208,116.75179,-31.94591
209,116.75180,-31.95040
210,116.75704,-31.82000
211,116.75704,-31.82450
212,116.75704,-31.82899
213,116.75704,-31.83349
214,116.75704,-31.83799
215,116.75705,-31.84248
216,116.75705,-31.84698
217,116.75705,-31.85148
218,116.75705,-31.85597
219,116.75705,-31.86047
220,116.75706,-31.86497
221,116.75706,-31.86946
222,116.75706,-31.87396
223,116.75706,-31.87846
224,116.75707,-31.88295
225,116.75707,-31.88745
226,116.75707,-31.89195
227,116.75707,-31.89644
228,116.75707,-31.90094
229,116.75708,-31.90544
230,116.75708,-31.90993
231,116.75708,-31.91443
232,116.75708,-31.91893
233,116.75708,-31.92342
234,116.75709,-31.92792
235,116.75709,-31.93242
236,116.75709,-31.93691
237,116.75709,-31.94141
238,116.75709,-31.94591
239,116.75710,-31.95040
240,116.76233,-31.82000
241,116.76233,-31.82450
242,116.76233,-31.82899
243,116.76234,-31.83349
244,116.76234,-31.83799
245,116.76234,-31.84248
246,116.76234,-31.84698
247,116.76234,-31.85148
248,116.76235,-31.85597
249,116.76235,-31.86047
250,116.76235,-31.86497
251,116.76235,-31.86946
252,116.76236,-31.87396
253,116.76236,-31.87846
254,116.76236,-31.88295
255,116.76236,-31.88745
256,116.76237,-31.89195
257,116.76237,-31.89644
258,116.76237,-31.90094
259,116.76237,-31.90544
260,116.76237,-31.90993
261,116.76238,-31.91443
262,116.76238,-31.91893
263,116.76238,-31.92342
264,116.76238,-31.92792
265,116.76239,-31.93242
266,116.76239,-31.93691
267,116.76239,-31.94141
268,116.76239,-31.94591
269,116.76240,-31.95040
270,116.76762,-31.82000
271,116.76762,-31.82450
272,116.76763,-31.82899
273,116.76763,-31.83349
274,116.76763,-31.83799
275,116.76763,-31.84248
276,116.76764,-31.84698
277,116.76764,-31.85148
278,116.76764,-31.85597
279,116.76764,-31.86047
280,116.76765,-31.86497
281,116.76765,-31.86946
282,116.76765,-31.87396
283,116.76765,-31.87846
284,116.76766,-31.88295
285,116.76766,-31.88745
286,116.76766,-31.89195
287,116.76766,-31.89644
288,116.76767,-31.90094
289,116.76767,-31.90544
290,116.76767,-31.90993
291,116.76767,-31.91443
292,116.76768,-31.91893
293,116.76768,-31.92342
294,116.76768,-31.92792
295,116.76768,-31.93242
296,116.76769,-31.93691
297,116.76769,-31.94141
298,116.76769,-31.94591
299,116.76769,-31.95040
300,116.77291,-31.82000
301,116.77291,-31.82450
302,116.77292,-31.82899
303,116.77292,-31.83349
304,116.77292,-31.83799
305,116.77293,-31.84248
306,116.77293,-31.84698
307,116.77293,-31.85148
308,116.77293,-31.85597
309,116.77294,-31.86047
310,116.77294,-31.86497
311,116.77294,-31.86946
312,116.77295,-31.87396
313,116.77295,-31.87846
314,116.77295,-31.88295
315,116.77295,-31.88745
316,116.77296,-31.89195
317,116.77296,-31.89644
318,116.77296,-31.90094
319,116.77297,-31.90544
320,116.77297,-31.90993
321,116.77297,-31.91443
322,116.77297,-31.91893
323,116.77298,-31.92342
324,116.77298,-31.92792
325,116.77298,-31.93242
326,116.77299,-31.93691
327,116.77299,-31.94141
328,116.77299,-31.94591
329,116.77299,-31.95040
330,116.77820,-31.82000
331,116.77821,-31.82450
332,116.77821,-31.82899
333,116.77821,-31.83349
334,116.77822,-31.83799
335,116.77822,-31.84248
336,116.77822,-31.84698
337,116.77823,-31.85148
338,116.77823,-31.85597
339,116.77823,-31.86047
340,116.77823,-31.86497
341,116.77824,-31.86946
342,116.77824,-31.87396
343,116.77824,-31.87846
344,116.77825,-31.88295
345,116.77825,-31.88745
346,116.77825,-31.89195
347,116.77826,-31.89644
348,116.77826,-31.90094
349,116.77826,-31.90544
350,116.77827,-31.90993
351,116.77827,-31.91443
352,116.77827,-31.91893
353,116.77828,-31.92342
354,116.77828,-31.92792
355,116.77828,-31.93242
356,116.77828,-31.93691
357,116.77829,-31.94141
358,116.77829,-31.94591
359,116.77829,-31.95040
360,116.78350,-31.82000
361,116.78350,-31.82450
362,116.78350,-31.82899
363,116.78351,-31.83349
364,116.78351,-31.83799
365,116.78351,-31.84248
366,116.78352,-31.84698
367,116.78352,-31.85148
368,116.78352,-31.85597
369,116.78353,-31.86047
370,116.78353,-31.86497
371,116.78353,-31.86946
372,116.78354,-31.87396
373,116.78354,-31.87846
374,116.78354,-31.88295
375,116.78355,-31.88745
376,116.78355,-31.89195
377,116.78355,-31.89644
378,116.78356,-31.90094
379,116.78356,-31.90544
380,116.78356,-31.90993
381,116.78357,-31.91443
382,116.78357,-31.91893
383,116.78357,-31.92342
384,116.78358,-31.92792
385,116.78358,-31.93242
386,116.78358,-31.93691
387,116.78359,-31.94141
388,116.78359,-31.94591
389,116.78359,-31.95040
390,116.78879,-31.82000
391,116.78879,-31.82450
392,116.78879,-31.82899
393,116.78880,-31.83349
394,116.78880,-31.83799
395,116.78881,-31.84248
396,116.78881,-31.84698
397,116.78881,-31.85148
398,116.78882,-31.85597
399,116.78882,-31.86047
400,116.78882,-31.86497
401,116.78883,-31.86946
402,116.78883,-31.87396
403,116.78883,-31.87846
404,116.78884,-31.88295
405,116.78884,-31.88745
406,116.78885,-31.89195
407,116.78885,-31.89644
408,116.78885,-31.90094
409,116.78886,-31.90544
410,116.78886,-31.90993
411,116.78886,-31.91443
412,116.78887,-31.91893
413,116.78887,-31.92342
414,116.78887,-31.92792
415,116.78888,-31.93242
416,116.78888,-31.93691
417,116.78889,-31.94141
418,116.78889,-31.94591
419,116.78889,-31.95040
420,116.79408,-31.82000
421,116.79408,-31.82450
422,116.79409,-31.82899
423,116.79409,-31.83349
424,116.79410,-31.83799
425,116.79410,-31.84248
426,116.79410,-31.84698
427,116.79411,-31.85148
428,116.79411,-31.85597
429,116.79411,-31.86047
430,116.79412,-31.86497
431,116.79412,-31.86946
432,116.79413,-31.87396
433,116.79413,-31.87846
434,116.79413,-31.88295
435,116.79414,-31.88745
436,116.79414,-31.89195
437,116.79415,-31.89644
438,116.79415,-31.90094
439,116.79415,-31.90544
440,116.79416,-31.90993
441,116.79416,-31.91443
442,116.79416,-31.91893
443,116.79417,-31.92342
444,116.79417,-31.92792
445,116.79418,-31.93242
446,116.79418,-31.93691
447,116.79418,-31.94141
448,116.79419,-31.94591
449,116.79419,-31.95040
450,116.79937,-31.82000
451,116.79938,-31.82450
452,116.79938,-31.82899
453,116.79938,-31.83349
454,116.79939,-31.83799
455,116.79939,-31.84248
456,116.79940,-31.84698
457,116.79940,-31.85148
458,116.79940,-31.85597
459,116.79941,-31.86047
460,116.79941,-31.86497
461,116.79942,-31.86946
462,116.79942,-31.87396
463,116.79943,-31.87846
464,116.79943,-31.88295
465,116.79943,-31.88745
466,116.79944,-31.89195
467,116.79944,-31.89644
468,116.79945,-31.90094
469,116.79945,-31.90544
470,116.79945,-31.90993
471,116.79946,-31.91443
472,116.79946,-31.91893
473,116.79947,-31.92342
474,116.79947,-31.92792
475,116.79948,-31.93242
476,116.79948,-31.93691
477,116.79948,-31.94141
478,116.79949,-31.94591
479,116.79949,-31.95040
480,116.80466,-31.82000
481,116.80467,-31.82450
482,116.80467,-31.82899
483,116.80468,-31.83349
484,116.80468,-31.83799
485,116.80469,-31.84248
486,116.80469,-31.84698
487,116.80469,-31.85148
488,116.80470,-31.85597
489,116.80470,-31.86047
490,116.80471,-31.86497
491,116.80471,-31.86946
492,116.80472,-31.87396
493,116.80472,-31.87846
494,116.80473,-31.88295
495,116.80473,-31.88745
496,116.80473,-31.89195
497,116.80474,-31.89644
498,116.80474,-31.90094
499,116.80475,-31.90544
500,116.80475,-31.90993
501,116.80476,-31.91443
502,116.80476,-31.91893
503,116.80476,-31.92342
504,116.80477,-31.92792
505,116.80477,-31.93242
506,116.80478,-31.93691
507,116.80478,-31.94141
508,116.80479,-31.94591
509,116.80479,-31.95040
510,116.80996,-31.82000
511,116.80996,-31.82450
512,116.80996,-31.82899
513,116.80997,-31.83349
514,116.80997,-31.83799
515,116.80998,-31.84248
516,116.80998,-31.84698
517,116.80999,-31.85148
518,116.80999,-31.85597
519,116.81000,-31.86047
520,116.81000,-31.86497
521,116.81001,-31.86946
522,116.81001,-31.87396
523,116.81002,-31.87846
524,116.81002,-31.88295
525,116.81003,-31.88745
526,116.81003,-31.89195
527,116.81003,-31.89644
528,116.81004,-31.90094
529,116.81004,-31.90544
530,116.81005,-31.90993
531,116.81005,-31.91443
532,116.81006,-31.91893
533,116.81006,-31.92342
534,116.81007,-31.92792
535,116.81007,-31.93242
536,116.81008,-31.93691
537,116.81008,-31.94141
538,116.81009,-31.94591
539,116.81009,-31.95040
540,116.81525,-31.82000
541,116.81525,-31.82450
542,116.81526,-31.82899
543,116.81526,-31.83349
544,116.81527,-31.83799
545,116.81527,-31.84248
546,116.81528,-31.84698
547,116.81528,-31.85148
548,116.81529,-31.85597
549,116.81529,-31.86047
550,116.81530,-31.86497
551,116.81530,-31.86946
552,116.81531,-31.87396
553,116.81531,-31.87846
554,116.81532,-31.88295
555,116.81532,-31.88745
556,116.81533,-31.89195
557,116.81533,-31.89644
558,116.81534,-31.90094
559,116.81534,-31.90544
560,116.81535,-31.90993
561,116.81535,-31.91443
562,116.81536,-31.91893
563,116.81536,-31.92342
564,116.81537,-31.92792
565,116.81537,-31.93242
566,116.81538,-31.93691
567,116.81538,-31.94141
568,116.81538,-31.94591
569,116.81539,-31.95040
570,116.82054,-31.82000
571,116.82054,-31.82450
572,116.82055,-31.82899
573,116.82055,-31.83349
574,116.82056,-31.83799
575,116.82057,-31.84248
576,116.82057,-31.84698
577,116.82058,-31.85148
578,116.82058,-31.85597
579,116.82059,-31.86047
580,116.82059,-31.86497
581,116.82060,-31.86946
582,116.82060,-31.87396
583,116.82061,-31.87846
584,116.82061,-31.88295
585,116.82062,-31.88745
586,116.82062,-31.89195
587,116.82063,-31.89644
588,116.82063,-31.90094
589,116.82064,-31.90544
590,116.82064,-31.90993
591,116.82065,-31.91443
592,116.82065,-31.91893
593,116.82066,-31.92342
594,116.82066,-31.92792
595,116.82067,-31.93242
596,116.82067,-31.93691
597,116.82068,-31.94141
598,116.82068,-31.94591
599,116.82069,-31.95040
