site_id,lon,lat,sid,gmv_PGA,eid
42,1.167253E+02,-3.187396E+01,42,7.809774E-02,12884901888
43,1.167253E+02,-3.187846E+01,43,7.551751E-02,12884901888
44,1.167253E+02,-3.188295E+01,44,7.304249E-02,12884901888
45,1.167253E+02,-3.188745E+01,45,7.066949E-02,12884901888
46,1.167253E+02,-3.189195E+01,46,6.839506E-02,12884901888
47,1.167253E+02,-3.189644E+01,47,6.621557E-02,12884901888
48,1.167253E+02,-3.190094E+01,48,6.412724E-02,12884901888
49,1.167253E+02,-3.190544E+01,49,6.212639E-02,12884901888
50,1.167253E+02,-3.190993E+01,50,6.020924E-02,12884901888
51,1.167253E+02,-3.191443E+01,51,5.837217E-02,12884901888
52,1.167253E+02,-3.191893E+01,52,5.661155E-02,12884901888
53,1.167253E+02,-3.192342E+01,53,5.492392E-02,12884901888
54,1.167253E+02,-3.192792E+01,54,5.330589E-02,12884901888
55,1.167253E+02,-3.193242E+01,55,5.175420E-02,12884901888
56,1.167253E+02,-3.193691E+01,56,5.026578E-02,12884901888
57,1.167253E+02,-3.194141E+01,57,4.883761E-02,12884901888
58,1.167253E+02,-3.194591E+01,58,4.746682E-02,12884901888
59,1.167253E+02,-3.195040E+01,59,4.615070E-02,12884901888
60,1.167306E+02,-3.182000E+01,60,1.134196E-01,12884901888
61,1.167306E+02,-3.182450E+01,61,1.100421E-01,12884901888
62,1.167306E+02,-3.182899E+01,62,1.066708E-01,12884901888
63,1.167306E+02,-3.183349E+01,63,1.033306E-01,12884901888
64,1.167306E+02,-3.183799E+01,64,1.000411E-01,12884901888
65,1.167306E+02,-3.184248E+01,65,9.681795E-02,12884901888
66,1.167306E+02,-3.184698E+01,66,9.367278E-02,12884901888
67,1.167306E+02,-3.185148E+01,67,9.061417E-02,12884901888
68,1.167306E+02,-3.185597E+01,68,8.764814E-02,12884901888
69,1.167306E+02,-3.186047E+01,69,8.477851E-02,12884901888
70,1.167306E+02,-3.186497E+01,70,8.200735E-02,12884901888
71,1.167306E+02,-3.186946E+01,71,7.933537E-02,12884901888
72,1.167306E+02,-3.187396E+01,72,7.676229E-02,12884901888
73,1.167306E+02,-3.187846E+01,73,7.428686E-02,12884901888
74,1.167306E+02,-3.188295E+01,74,7.190727E-02,12884901888
75,1.167306E+02,-3.188745E+01,75,6.962117E-02,12884901888
76,1.167306E+02,-3.189195E+01,76,6.742593E-02,12884901888
77,1.167306E+02,-3.189644E+01,77,6.531866E-02,12884901888
78,1.167306E+02,-3.190094E+01,78,6.329628E-02,12884901888
79,1.167306E+02,-3.190544E+01,79,6.135567E-02,12884901888
80,1.167306E+02,-3.190993E+01,80,5.949362E-02,12884901888
81,1.167306E+02,-3.191443E+01,81,5.770701E-02,12884901888
82,1.167306E+02,-3.191893E+01,82,5.599261E-02,12884901888
83,1.167306E+02,-3.192342E+01,83,5.434740E-02,12884901888
84,1.167306E+02,-3.192792E+01,84,5.276832E-02,12884901888
85,1.167306E+02,-3.193242E+01,85,5.125247E-02,12884901888
86,1.167306E+02,-3.193691E+01,86,4.979701E-02,12884901888
87,1.167306E+02,-3.194141E+01,87,4.839919E-02,12884901888
88,1.167306E+02,-3.194591E+01,88,4.705642E-02,12884901888
89,1.167306E+02,-3.195040E+01,89,4.576616E-02,12884901888
90,1.167359E+02,-3.182000E+01,90,1.097406E-01,12884901888
91,1.167359E+02,-3.182450E+01,91,1.066393E-01,12884901888
92,1.167359E+02,-3.182899E+01,92,1.035294E-01,12884901888
93,1.167359E+02,-3.183349E+01,93,1.004344E-01,12884901888
94,1.167359E+02,-3.183799E+01,94,9.737352E-02,12884901888
95,1.167359E+02,-3.184248E+01,95,9.436222E-02,12884901888
96,1.167359E+02,-3.184698E+01,96,9.141260E-02,12884901888
97,1.167359E+02,-3.185148E+01,97,8.853395E-02,12884901888
98,1.167359E+02,-3.185597E+01,98,8.573307E-02,12884901888
99,1.167359E+02,-3.186047E+01,99,8.301473E-02,12884901888
100,1.167359E+02,-3.186497E+01,100,8.038200E-02,12884901888
101,1.167359E+02,-3.186946E+01,101,7.783662E-02,12884901888
102,1.167359E+02,-3.187396E+01,102,7.537919E-02,12884901888
103,1.167359E+02,-3.187846E+01,103,7.300944E-02,12884901888
104,1.167359E+02,-3.188295E+01,104,7.072638E-02,12884901888
105,1.167359E+02,-3.188745E+01,105,6.852853E-02,12884901888
106,1.167359E+02,-3.189195E+01,106,6.641398E-02,12884901888
107,1.167359E+02,-3.189644E+01,107,6.438054E-02,12884901888
108,1.167359E+02,-3.190094E+01,108,6.242575E-02,12884901888
109,1.167359E+02,-3.190544E+01,109,6.054705E-02,12884901888
110,1.167359E+02,-3.190993E+01,110,5.874177E-02,12884901888
111,1.167359E+02,-3.191443E+01,111,5.700725E-02,12884901888
112,1.167359E+02,-3.191893E+01,112,5.534071E-02,12884901888
113,1.167359E+02,-3.192342E+01,113,5.373947E-02,12884901888
114,1.167359E+02,-3.192792E+01,114,5.220087E-02,12884901888
115,1.167359E+02,-3.193242E+01,115,5.072228E-02,12884901888
116,1.167359E+02,-3.193691E+01,116,4.930117E-02,12884901888
117,1.167359E+02,-3.194141E+01,117,4.793508E-02,12884901888
118,1.167359E+02,-3.194591E+01,118,4.662157E-02,12884901888
119,1.167359E+02,-3.195040E+01,119,4.535838E-02,12884901888
120,1.167412E+02,-3.182000E+01,120,1.061172E-01,12884901888
121,1.167412E+02,-3.182450E+01,121,1.032725E-01,12884901888
122,1.167412E+02,-3.182899E+01,122,1.004074E-01,12884901888
123,1.167412E+02,-3.183349E+01,123,9.754377E-02,12884901888
124,1.167412E+02,-3.183799E+01,124,9.470015E-02,12884901888
125,1.167412E+02,-3.184248E+01,125,9.189163E-02,12884901888
126,1.167412E+02,-3.184698E+01,126,8.913049E-02,12884901888
127,1.167412E+02,-3.185148E+01,127,8.642630E-02,12884901888
128,1.167412E+02,-3.185597E+01,128,8.378651E-02,12884901888
129,1.167412E+02,-3.186047E+01,129,8.121655E-02,12884901888
130,1.167412E+02,-3.186497E+01,130,7.872030E-02,12884901888
131,1.167412E+02,-3.186946E+01,131,7.630027E-02,12884901888
132,1.167412E+02,-3.187396E+01,132,7.395790E-02,12884901888
133,1.167412E+02,-3.187846E+01,133,7.169371E-02,12884901888
134,1.167412E+02,-3.188295E+01,134,6.950752E-02,12884901888
135,1.167412E+02,-3.188745E+01,135,6.739849E-02,12884901888
136,1.167412E+02,-3.189195E+01,136,6.536543E-02,12884901888
137,1.167412E+02,-3.189644E+01,137,6.340677E-02,12884901888
138,1.167412E+02,-3.190094E+01,138,6.152063E-02,12884901888
139,1.167412E+02,-3.190544E+01,139,5.970502E-02,12884901888
140,1.167412E+02,-3.190993E+01,140,5.795775E-02,12884901888
141,1.167412E+02,-3.191443E+01,141,5.627653E-02,12884901888
142,1.167412E+02,-3.191893E+01,142,5.465909E-02,12884901888
143,1.167412E+02,-3.192342E+01,143,5.310309E-02,12884901888
144,1.167412E+02,-3.192792E+01,144,5.160618E-02,12884901888
145,1.167412E+02,-3.193242E+01,145,5.016607E-02,12884901888
146,1.167412E+02,-3.193691E+01,146,4.878049E-02,12884901888
147,1.167412E+02,-3.194141E+01,147,4.744721E-02,12884901888
148,1.167412E+02,-3.194591E+01,148,4.616409E-02,12884901888
149,1.167412E+02,-3.195040E+01,149,4.492901E-02,12884901888
150,1.167464E+02,-3.182000E+01,150,1.025686E-01,12884901888
151,1.167464E+02,-3.182450E+01,151,9.996092E-02,12884901888
152,1.167465E+02,-3.182899E+01,152,9.732349E-02,12884901888
153,1.167465E+02,-3.183349E+01,153,9.467679E-02,12884901888
154,1.167465E+02,-3.183799E+01,154,9.203820E-02,12884901888
155,1.167465E+02,-3.184248E+01,155,8.942243E-02,12884901888
156,1.167465E+02,-3.184698E+01,156,8.684152E-02,12884901888
157,1.167465E+02,-3.185148E+01,157,8.430523E-02,12884901888
158,1.167465E+02,-3.185597E+01,158,8.182130E-02,12884901888
159,1.167465E+02,-3.186047E+01,159,7.939573E-02,12884901888
160,1.167465E+02,-3.186497E+01,160,7.703294E-02,12884901888
161,1.167465E+02,-3.186946E+01,161,7.473611E-02,12884901888
162,1.167465E+02,-3.187396E+01,162,7.250732E-02,12884901888
163,1.167465E+02,-3.187846E+01,163,7.034778E-02,12884901888
164,1.167465E+02,-3.188295E+01,164,6.825793E-02,12884901888
165,1.167465E+02,-3.188745E+01,165,6.623760E-02,12884901888
166,1.167465E+02,-3.189195E+01,166,6.428622E-02,12884901888
167,1.167465E+02,-3.189644E+01,167,6.240272E-02,12884901888
168,1.167465E+02,-3.190094E+01,168,6.058584E-02,12884901888
169,1.167465E+02,-3.190544E+01,169,5.883399E-02,12884901888
170,1.167465E+02,-3.190993E+01,170,5.714550E-02,12884901888
171,1.167465E+02,-3.191443E+01,171,5.551850E-02,12884901888
172,1.167465E+02,-3.191893E+01,172,5.395106E-02,12884901888
173,1.167465E+02,-3.192342E+01,173,5.244121E-02,12884901888
174,1.167465E+02,-3.192792E+01,174,5.098696E-02,12884901888
175,1.167465E+02,-3.193242E+01,175,4.958625E-02,12884901888
176,1.167465E+02,-3.193691E+01,176,4.823714E-02,12884901888
177,1.167465E+02,-3.194141E+01,177,4.693763E-02,12884901888
178,1.167465E+02,-3.194591E+01,178,4.568579E-02,12884901888
179,1.167465E+02,-3.195040E+01,179,4.447971E-02,12884901888
180,1.167517E+02,-3.182000E+01,180,9.910941E-02,12884901888
181,1.167518E+02,-3.182450E+01,181,9.671949E-02,12884901888
182,1.167518E+02,-3.182899E+01,182,9.429285E-02,12884901888
183,1.167518E+02,-3.183349E+01,183,9.184829E-02,12884901888
184,1.167518E+02,-3.183799E+01,184,8.940214E-02,12884901888
185,1.167518E+02,-3.184248E+01,185,8.696837E-02,12884901888
186,1.167518E+02,-3.184698E+01,186,8.455874E-02,12884901888
187,1.167518E+02,-3.185148E+01,187,8.218295E-02,12884901888
188,1.167518E+02,-3.185597E+01,188,7.984890E-02,12884901888
189,1.167518E+02,-3.186047E+01,189,7.756286E-02,12884901888
190,1.167518E+02,-3.186497E+01,190,7.532971E-02,12884901888
191,1.167518E+02,-3.186946E+01,191,7.315310E-02,12884901888
192,1.167518E+02,-3.187396E+01,192,7.103565E-02,12884901888
193,1.167518E+02,-3.187846E+01,193,6.897910E-02,12884901888
194,1.167518E+02,-3.188295E+01,194,6.698446E-02,12884901888
195,1.167518E+02,-3.188745E+01,195,6.505214E-02,12884901888
196,1.167518E+02,-3.189195E+01,196,6.318201E-02,12884901888
197,1.167518E+02,-3.189644E+01,197,6.137360E-02,12884901888
198,1.167518E+02,-3.190094E+01,198,5.962603E-02,12884901888
199,1.167518E+02,-3.190544E+01,199,5.793824E-02,12884901888
200,1.167518E+02,-3.190993E+01,200,5.630893E-02,12884901888
201,1.167518E+02,-3.191443E+01,201,5.473664E-02,12884901888
202,1.167518E+02,-3.191893E+01,202,5.321980E-02,12884901888
203,1.167518E+02,-3.192342E+01,203,5.175678E-02,12884901888
204,1.167518E+02,-3.192792E+01,204,5.034585E-02,12884901888
205,1.167518E+02,-3.193242E+01,205,4.898528E-02,12884901888
206,1.167518E+02,-3.193691E+01,206,4.767337E-02,12884901888
207,1.167518E+02,-3.194141E+01,207,4.640835E-02,12884901888
208,1.167518E+02,-3.194591E+01,208,4.518852E-02,12884901888
209,1.167518E+02,-3.195040E+01,209,4.401217E-02,12884901888
210,1.167570E+02,-3.182000E+01,210,9.574997E-02,12884901888
211,1.167570E+02,-3.182450E+01,211,9.355947E-02,12884901888
212,1.167570E+02,-3.182899E+01,212,9.132713E-02,12884901888
213,1.167570E+02,-3.183349E+01,213,8.907015E-02,12884901888
214,1.167570E+02,-3.183799E+01,214,8.680372E-02,12884901888
215,1.167571E+02,-3.184248E+01,215,8.454100E-02,12884901888
216,1.167571E+02,-3.184698E+01,216,8.229329E-02,12884901888
217,1.167571E+02,-3.185148E+01,217,8.007011E-02,12884901888
218,1.167571E+02,-3.185597E+01,218,7.787933E-02,12884901888
219,1.167571E+02,-3.186047E+01,219,7.572736E-02,12884901888
220,1.167571E+02,-3.186497E+01,220,7.361941E-02,12884901888
221,1.167571E+02,-3.186946E+01,221,7.155943E-02,12884901888
222,1.167571E+02,-3.187396E+01,222,6.955044E-02,12884901888
223,1.167571E+02,-3.187846E+01,223,6.759466E-02,12884901888
224,1.167571E+02,-3.188295E+01,224,6.569355E-02,12884901888
225,1.167571E+02,-3.188745E+01,225,6.384795E-02,12884901888
226,1.167571E+02,-3.189195E+01,226,6.205821E-02,12884901888
227,1.167571E+02,-3.189644E+01,227,6.032430E-02,12884901888
228,1.167571E+02,-3.190094E+01,228,5.864574E-02,12884901888
229,1.167571E+02,-3.190544E+01,229,5.702190E-02,12884901888
230,1.167571E+02,-3.190993E+01,230,5.545182E-02,12884901888
231,1.167571E+02,-3.191443E+01,231,5.393442E-02,12884901888
232,1.167571E+02,-3.191893E+01,232,5.246846E-02,12884901888
233,1.167571E+02,-3.192342E+01,233,5.105261E-02,12884901888
234,1.167571E+02,-3.192792E+01,234,4.968546E-02,12884901888
235,1.167571E+02,-3.193242E+01,235,4.836552E-02,12884901888
236,1.167571E+02,-3.193691E+01,236,4.709134E-02,12884901888
237,1.167571E+02,-3.194141E+01,237,4.586136E-02,12884901888
238,1.167571E+02,-3.194591E+01,238,4.467410E-02,12884901888
239,1.167571E+02,-3.195040E+01,239,4.352805E-02,12884901888
240,1.167623E+02,-3.182000E+01,240,9.249735E-02,12884901888
241,1.167623E+02,-3.182450E+01,241,9.048901E-02,12884901888
242,1.167623E+02,-3.182899E+01,242,8.843523E-02,12884901888
243,1.167623E+02,-3.183349E+01,243,8.635172E-02,12884901888
244,1.167623E+02,-3.183799E+01,244,8.425247E-02,12884901888
245,1.167623E+02,-3.184248E+01,245,8.214984E-02,12884901888
246,1.167623E+02,-3.184698E+01,246,8.005454E-02,12884901888
247,1.167623E+02,-3.185148E+01,247,7.797575E-02,12884901888
248,1.167623E+02,-3.185597E+01,248,7.592127E-02,12884901888
249,1.167623E+02,-3.186047E+01,249,7.389753E-02,12884901888
250,1.167623E+02,-3.186497E+01,250,7.190980E-02,12884901888
251,1.167623E+02,-3.186946E+01,251,6.996239E-02,12884901888
252,1.167624E+02,-3.187396E+01,252,6.805856E-02,12884901888
253,1.167624E+02,-3.187846E+01,253,6.620084E-02,12884901888
254,1.167624E+02,-3.188295E+01,254,6.439107E-02,12884901888
255,1.167624E+02,-3.188745E+01,255,6.263052E-02,12884901888
256,1.167624E+02,-3.189195E+01,256,6.091985E-02,12884901888
257,1.167624E+02,-3.189644E+01,257,5.925945E-02,12884901888
258,1.167624E+02,-3.190094E+01,258,5.764923E-02,12884901888
259,1.167624E+02,-3.190544E+01,259,5.608883E-02,12884901888
260,1.167624E+02,-3.190993E+01,260,5.457772E-02,12884901888
261,1.167624E+02,-3.191443E+01,261,5.311511E-02,12884901888
262,1.167624E+02,-3.191893E+01,262,5.170006E-02,12884901888
263,1.167624E+02,-3.192342E+01,263,5.033152E-02,12884901888
264,1.167624E+02,-3.192792E+01,264,4.900835E-02,12884901888
265,1.167624E+02,-3.193242E+01,265,4.772932E-02,12884901888
266,1.167624E+02,-3.193691E+01,266,4.649319E-02,12884901888
267,1.167624E+02,-3.194141E+01,267,4.529862E-02,12884901888
268,1.167624E+02,-3.194591E+01,268,4.414434E-02,12884901888
269,1.167624E+02,-3.195040E+01,269,4.302900E-02,12884901888
270,1.167676E+02,-3.182000E+01,270,8.935596E-02,12884901888
271,1.167676E+02,-3.182450E+01,271,8.751363E-02,12884901888
272,1.167676E+02,-3.182899E+01,272,8.562358E-02,12884901888
273,1.167676E+02,-3.183349E+01,273,8.370005E-02,12884901888
274,1.167676E+02,-3.183799E+01,274,8.175587E-02,12884901888
275,1.167676E+02,-3.184248E+01,275,7.980254E-02,12884901888
276,1.167676E+02,-3.184698E+01,276,7.785015E-02,12884901888
277,1.167676E+02,-3.185148E+01,277,7.590751E-02,12884901888
278,1.167676E+02,-3.185597E+01,278,7.398215E-02,12884901888
279,1.167676E+02,-3.186047E+01,279,7.208047E-02,12884901888
280,1.167677E+02,-3.186497E+01,280,7.020779E-02,12884901888
281,1.167677E+02,-3.186946E+01,281,6.836850E-02,12884901888
282,1.167677E+02,-3.187396E+01,282,6.656609E-02,12884901888
283,1.167677E+02,-3.187846E+01,283,6.480338E-02,12884901888
284,1.167677E+02,-3.188295E+01,284,6.308243E-02,12884901888
285,1.167677E+02,-3.188745E+01,285,6.140482E-02,12884901888
286,1.167677E+02,-3.189195E+01,286,5.977159E-02,12884901888
287,1.167677E+02,-3.189644E+01,287,5.818338E-02,12884901888
288,1.167677E+02,-3.190094E+01,288,5.664044E-02,12884901888
289,1.167677E+02,-3.190544E+01,289,5.514277E-02,12884901888
290,1.167677E+02,-3.190993E+01,290,5.369008E-02,12884901888
291,1.167677E+02,-3.191443E+01,291,5.228186E-02,12884901888
292,1.167677E+02,-3.191893E+01,292,5.091749E-02,12884901888
293,1.167677E+02,-3.192342E+01,293,4.959617E-02,12884901888
294,1.167677E+02,-3.192792E+01,294,4.831697E-02,12884901888
295,1.167677E+02,-3.193242E+01,295,4.707892E-02,12884901888
296,1.167677E+02,-3.193691E+01,296,4.588099E-02,12884901888
297,1.167677E+02,-3.194141E+01,297,4.472205E-02,12884901888
298,1.167677E+02,-3.194591E+01,298,4.360099E-02,12884901888
299,1.167677E+02,-3.195040E+01,299,4.251667E-02,12884901888
300,1.167729E+02,-3.182000E+01,300,8.632802E-02,12884901888
301,1.167729E+02,-3.182450E+01,301,8.463684E-02,12884901888
302,1.167729E+02,-3.182899E+01,302,8.289664E-02,12884901888
303,1.167729E+02,-3.183349E+01,303,8.112032E-02,12884901888
304,1.167729E+02,-3.183799E+01,304,7.931962E-02,12884901888
305,1.167729E+02,-3.184248E+01,305,7.750517E-02,12884901888
306,1.167729E+02,-3.184698E+01,306,7.568641E-02,12884901888
307,1.167729E+02,-3.185148E+01,307,7.387170E-02,12884901888
308,1.167729E+02,-3.185597E+01,308,7.206828E-02,12884901888
309,1.167729E+02,-3.186047E+01,309,7.028241E-02,12884901888
310,1.167729E+02,-3.186497E+01,310,6.851932E-02,12884901888
311,1.167729E+02,-3.186946E+01,311,6.678350E-02,12884901888
312,1.167729E+02,-3.187396E+01,312,6.507855E-02,12884901888
313,1.167729E+02,-3.187846E+01,313,6.340743E-02,12884901888
314,1.167729E+02,-3.188295E+01,314,6.177248E-02,12884901888
315,1.167729E+02,-3.188745E+01,315,6.017548E-02,12884901888
316,1.167730E+02,-3.189195E+01,316,5.861771E-02,12884901888
317,1.167730E+02,-3.189644E+01,317,5.710011E-02,12884901888
318,1.167730E+02,-3.190094E+01,318,5.562318E-02,12884901888
319,1.167730E+02,-3.190544E+01,319,5.418719E-02,12884901888
320,1.167730E+02,-3.190993E+01,320,5.279210E-02,12884901888
321,1.167730E+02,-3.191443E+01,321,5.143768E-02,12884901888
322,1.167730E+02,-3.191893E+01,322,5.012354E-02,12884901888
323,1.167730E+02,-3.192342E+01,323,4.884909E-02,12884901888
324,1.167730E+02,-3.192792E+01,324,4.761368E-02,12884901888
325,1.167730E+02,-3.193242E+01,325,4.641654E-02,12884901888
326,1.167730E+02,-3.193691E+01,326,4.525678E-02,12884901888
327,1.167730E+02,-3.194141E+01,327,4.413351E-02,12884901888
328,1.167730E+02,-3.194591E+01,328,4.304579E-02,12884901888
329,1.167730E+02,-3.195040E+01,329,4.199262E-02,12884901888
330,1.167782E+02,-3.182000E+01,330,8.341409E-02,12884901888
331,1.167782E+02,-3.182450E+01,331,8.186036E-02,12884901888
332,1.167782E+02,-3.182899E+01,332,8.025718E-02,12884901888
333,1.167782E+02,-3.183349E+01,333,7.861616E-02,12884901888
334,1.167782E+02,-3.183799E+01,334,7.694797E-02,12884901888
335,1.167782E+02,-3.184248E+01,335,7.526242E-02,12884901888
336,1.167782E+02,-3.184698E+01,336,7.356829E-02,12884901888
337,1.167782E+02,-3.185148E+01,337,7.187347E-02,12884901888
338,1.167782E+02,-3.185597E+01,338,7.018485E-02,12884901888
339,1.167782E+02,-3.186047E+01,339,6.850848E-02,12884901888
340,1.167782E+02,-3.186497E+01,340,6.684948E-02,12884901888
341,1.167782E+02,-3.186946E+01,341,6.521234E-02,12884901888
342,1.167782E+02,-3.187396E+01,342,6.360071E-02,12884901888
343,1.167782E+02,-3.187846E+01,343,6.201764E-02,12884901888
344,1.167782E+02,-3.188295E+01,344,6.046563E-02,12884901888
345,1.167782E+02,-3.188745E+01,345,5.894663E-02,12884901888
346,1.167782E+02,-3.189195E+01,346,5.746214E-02,12884901888
347,1.167783E+02,-3.189644E+01,347,5.601329E-02,12884901888
348,1.167783E+02,-3.190094E+01,348,5.460086E-02,12884901888
349,1.167783E+02,-3.190544E+01,349,5.322527E-02,12884901888
350,1.167783E+02,-3.190993E+01,350,5.188678E-02,12884901888
351,1.167783E+02,-3.191443E+01,351,5.058533E-02,12884901888
352,1.167783E+02,-3.191893E+01,352,4.932078E-02,12884901888
353,1.167783E+02,-3.192342E+01,353,4.809273E-02,12884901888
354,1.167783E+02,-3.192792E+01,354,4.690076E-02,12884901888
355,1.167783E+02,-3.193242E+01,355,4.574422E-02,12884901888
356,1.167783E+02,-3.193691E+01,356,4.462249E-02,12884901888
357,1.167783E+02,-3.194141E+01,357,4.353481E-02,12884901888
358,1.167783E+02,-3.194591E+01,358,4.248039E-02,12884901888
359,1.167783E+02,-3.195040E+01,359,4.145841E-02,12884901888
360,1.167835E+02,-3.182000E+01,360,8.061341E-02,12884901888
361,1.167835E+02,-3.182450E+01,361,7.918468E-02,12884901888
362,1.167835E+02,-3.182899E+01,362,7.770665E-02,12884901888
363,1.167835E+02,-3.183349E+01,363,7.618981E-02,12884901888
364,1.167835E+02,-3.183799E+01,364,7.464385E-02,12884901888
365,1.167835E+02,-3.184248E+01,365,7.307773E-02,12884901888
366,1.167835E+02,-3.184698E+01,366,7.149965E-02,12884901888
367,1.167835E+02,-3.185148E+01,367,6.991691E-02,12884901888
368,1.167835E+02,-3.185597E+01,368,6.833613E-02,12884901888
369,1.167835E+02,-3.186047E+01,369,6.676301E-02,12884901888
370,1.167835E+02,-3.186497E+01,370,6.520263E-02,12884901888
371,1.167835E+02,-3.186946E+01,371,6.365930E-02,12884901888
372,1.167835E+02,-3.187396E+01,372,6.213673E-02,12884901888
373,1.167835E+02,-3.187846E+01,373,6.063801E-02,12884901888
374,1.167835E+02,-3.188295E+01,374,5.916573E-02,12884901888
375,1.167836E+02,-3.188745E+01,375,5.772196E-02,12884901888
376,1.167836E+02,-3.189195E+01,376,5.630839E-02,12884901888
377,1.167836E+02,-3.189644E+01,377,5.492629E-02,12884901888
378,1.167836E+02,-3.190094E+01,378,5.357662E-02,12884901888
379,1.167836E+02,-3.190544E+01,379,5.226003E-02,12884901888
380,1.167836E+02,-3.190993E+01,380,5.097690E-02,12884901888
381,1.167836E+02,-3.191443E+01,381,4.972745E-02,12884901888
382,1.167836E+02,-3.191893E+01,382,4.851166E-02,12884901888
383,1.167836E+02,-3.192342E+01,383,4.732938E-02,12884901888
384,1.167836E+02,-3.192792E+01,384,4.618028E-02,12884901888
385,1.167836E+02,-3.193242E+01,385,4.506398E-02,12884901888
386,1.167836E+02,-3.193691E+01,386,4.397997E-02,12884901888
387,1.167836E+02,-3.194141E+01,387,4.292765E-02,12884901888
388,1.167836E+02,-3.194591E+01,388,4.190641E-02,12884901888
389,1.167836E+02,-3.195040E+01,389,4.091553E-02,12884901888
390,1.167888E+02,-3.182000E+01,390,7.792422E-02,12884901888
391,1.167888E+02,-3.182450E+01,391,7.660916E-02,12884901888
392,1.167888E+02,-3.182899E+01,392,7.524546E-02,12884901888
393,1.167888E+02,-3.183349E+01,393,7.384250E-02,12884901888
394,1.167888E+02,-3.183799E+01,394,7.240914E-02,12884901888
395,1.167888E+02,-3.184248E+01,395,7.095357E-02,12884901888
396,1.167888E+02,-3.184698E+01,396,6.948332E-02,12884901888
397,1.167888E+02,-3.185148E+01,397,6.800522E-02,12884901888
398,1.167888E+02,-3.185597E+01,398,6.652548E-02,12884901888
399,1.167888E+02,-3.186047E+01,399,6.504958E-02,12884901888
400,1.167888E+02,-3.186497E+01,400,6.358233E-02,12884901888
401,1.167888E+02,-3.186946E+01,401,6.212800E-02,12884901888
402,1.167888E+02,-3.187396E+01,402,6.069021E-02,12884901888
403,1.167888E+02,-3.187846E+01,403,5.927206E-02,12884901888
404,1.167888E+02,-3.188295E+01,404,5.787621E-02,12884901888
405,1.167888E+02,-3.188745E+01,405,5.650481E-02,12884901888
406,1.167888E+02,-3.189195E+01,406,5.515965E-02,12884901888
407,1.167888E+02,-3.189644E+01,407,5.384213E-02,12884901888
408,1.167888E+02,-3.190094E+01,408,5.255337E-02,12884901888
409,1.167889E+02,-3.190544E+01,409,5.129416E-02,12884901888
