,L1,L2,L3,L4
Y10,0.5944721,0.1294941,0.0026600940000000004,0.004950299
Y20,0.5931116,0.1291256,0.0026423009999999997,0.00491598
Y30,0.5877057,0.1280342,0.002597377,0.00482982
