,L1,L2,L3,L4
0,3.1041538210000006,3.1041538210000006,3.1041538210000006,3.1041538210000006
1,2.6722045409999993,2.6722045409999993,2.6722045409999993,2.6722045409999993
2,2.2389551709999997,2.2389551709999997,2.2389551709999997,2.2389551709999997
