,event_id,rlzi,structural~no_damage,structural~slight,structural~moderate,structural~extensive,structural~complete
Rp1000,0,0,954.334,443.31,17.3162,1.8436400000000002,0.195995
Rp1000,0,0,957.887,440.64599999999996,16.5861,1.69537,0.18568199999999999
Rp1000,0,0,961.6289999999999,437.73199999999997,15.8653,1.5983100000000001,0.17574800000000002
Rp1000,0,0,965.9889999999999,434.11199999999997,15.2922,1.44049,0.16653800000000002
