,event_id,rlzi,structural~no_damage,structural~slight,structural~moderate,structural~extensive,structural~complete
Rp2500,0,0,464.82599999999996,778.3430000000001,149.881,18.0977,5.85276
Rp2500,0,0,467.849,781.7130000000001,145.328,16.7256,5.38508
Rp2500,0,0,470.23699999999997,785.257,141.67600000000002,14.9826,4.84729
