,L1,L2,L3,L4
Y10,0.5874128000000001,0.12782580000000002,0.002585676,0.004807184
Y20,0.5757871999999999,0.1209349,0.0024929979999999997,0.004640562
Y30,0.5579939,0.11403699999999999,0.002327757,0.004330359000000001
