,L1,L2,L3,L4
Y10,0.22159160000000003,0.01067695,9.027158000000002e-05,0.0001502689
Y20,0.2206661,0.01064147,8.964234e-05,0.00014912889999999998
Y30,0.21645799999999998,0.01053926,8.792286e-05,0.0001460197
