rock_500,soil_500,rock_1000,soil_1000,rock_2500,soil_2500,site_id,lon,lat
0.05512915,0.05261906,0.06624034,0.06280288,0.16274660000000002,0.1556902,58,116.72,-31.92432
0.05446429,0.05198126,0.06583417,0.06241846,0.162725,0.1556695,59,116.72,-31.92612
0.05381075,0.05135444,0.06542549,0.06203168,0.1627035,0.15564879999999998,60,116.72,-31.92792
0.05316833,0.05073833,0.06501458,0.06164275,0.162682,0.1556281,61,116.72,-31.92972
0.05253678,0.05013275,0.06460162,0.06125187,0.1626604,0.15560739999999998,62,116.72,-31.931520000000003
0.11935319999999999,0.114576,0.07947389,0.07530907,0.1650771,0.15792160000000002,63,116.7221,-31.82
0.1178077,0.11307619999999999,0.07943355,0.07527087,0.165141,0.15798289999999998,64,116.7221,-31.8218
0.1162652,0.1115796,0.07939321,0.07523269,0.1651934,0.15803299999999998,65,116.7221,-31.8236
0.1147277,0.11008820000000001,0.07935292,0.07519455,0.1652342,0.1580721,66,116.7221,-31.8254
0.1131971,0.10861199999999999,0.07931268,0.07515665,0.1652634,0.15809990000000002,67,116.7221,-31.82719
0.11167519999999999,0.1071363,0.07927248,0.07511861,0.1652809,0.15811670000000003,68,116.7221,-31.82899
0.1101634,0.10567060000000002,0.07923229,0.07508056,0.1652869,0.1581224,69,116.7221,-31.830790000000004
0.1086632,0.10421660000000002,0.07919217,0.07504257,0.16528120000000002,0.1581168,70,116.7221,-31.832590000000003
0.1071758,0.1027752,0.07915207,0.07500461,0.1652638,0.15810020000000002,71,116.7221,-31.834390000000003
0.1057022,0.10134750000000001,0.07911199,0.07496668,0.1652411,0.15807829999999998,72,116.7221,-31.836190000000002
0.1042434,0.09992987,0.07907197,0.07493404,0.1652184,0.15806289999999998,73,116.7221,-31.83799
0.10280039999999999,0.09853261,0.07903199,0.07489619,0.1651957,0.15804110000000002,74,116.7221,-31.83979
0.1013737,0.09715919,0.07899201,0.07485856,0.1651731,0.1580194,75,116.7221,-31.84158
0.09996411,0.09579486,0.0789521,0.07482077,0.1651504,0.15799770000000002,76,116.7221,-31.84338
0.09857209,0.09444791,0.07891446,0.07478517,0.1651278,0.1579759,77,116.7221,-31.84518
0.0971981,0.0931187,0.07886451,0.0747379,0.1651052,0.15795420000000002,78,116.7221,-31.84698
0.09584253,0.09180759,0.07880175,0.07467853,0.1650826,0.15793239999999997,79,116.7221,-31.848779999999998
0.09450566,0.09051494,0.07872629,0.07460709,0.16505999999999998,0.15791070000000001,80,116.7221,-31.850579999999997
0.09318775,0.0892409,0.07863816,0.07452368,0.1650375,0.157889,81,116.7221,-31.85238
0.09188897,0.08799257,0.0785375,0.074429,0.16501500000000002,0.1578675,82,116.7221,-31.85417
0.09060944,0.08675613,0.07842441,0.07432202,0.1649924,0.15784579999999998,83,116.7221,-31.855970000000003
0.08934925,0.08553866,0.078299,0.07420343,0.16496989999999997,0.15782420000000003,84,116.7221,-31.857770000000002
0.08810841,0.08434016,0.07816146,0.07407331,0.1649474,0.1578025,85,116.7221,-31.85957
0.08688692,0.08316066,0.07801189,0.07393182,0.164925,0.1577809,86,116.7221,-31.86137
0.08568473,0.08200008,0.0778505,0.07377915,0.1649025,0.1577593,87,116.7221,-31.86317
0.08450181,0.08085834,0.07767744,0.07361542,0.16488010000000003,0.1577377,88,116.7221,-31.86497
0.08333799,0.07974152,0.07749293,0.07344185,0.16485770000000002,0.15771629999999998,89,116.7221,-31.86676
0.08219321,0.07863704,0.07729712,0.07325666,0.1648353,0.1576948,90,116.7221,-31.86856
0.08106728,0.07755098,0.07709027,0.07306102,0.16481289999999998,0.1576732,91,116.7221,-31.870359999999998
0.07996003,0.07648321,0.07687257,0.07285509,0.16479059999999998,0.1576517,92,116.7221,-31.872159999999997
0.07887129,0.07543352,0.07664426,0.07263912,0.1647682,0.15763020000000003,93,116.7221,-31.873959999999997
0.07780087,0.07440174,0.07640557,0.07241334,0.16474589999999997,0.15760870000000002,94,116.7221,-31.875759999999996
0.07674853,0.07338759,0.07615674,0.07217795,0.1647236,0.15758729999999999,95,116.7221,-31.87756
0.07571408,0.07239092,0.07589805,0.07193322,0.16470120000000002,0.15756579999999998,96,116.7221,-31.87936
0.07469728,0.07141684,0.07562974,0.07168082,0.164679,0.1575445,97,116.7221,-31.88115
0.07369786,0.07045424,0.07535208,0.07141819,0.1646567,0.1575231,98,116.7221,-31.88295
0.07271559,0.06950838,0.07506533,0.07114692,0.1646345,0.1575017,99,116.7221,-31.88475
0.07175022,0.06857898,0.07476975,0.07086734,0.1646123,0.1574803,100,116.7221,-31.88655
0.07080151,0.06766581,0.07446567,0.07057967,0.16459000000000001,0.15745889999999998,101,116.7221,-31.88835
0.06986916,0.06676858,0.07415334,0.07028419,0.1645679,0.1574375,102,116.7221,-31.89015
0.06895296,0.06588705,0.07383303,0.06998115,0.16454570000000002,0.1574162,103,116.7221,-31.89195
0.0680526,0.06502572,0.07350503,0.06967259,0.1645235,0.157395,104,116.7221,-31.89374
0.06716781,0.0641747,0.07316968,0.06935534,0.1645014,0.1573737,105,116.7221,-31.895540000000004
0.06629837,0.06333858,0.07282719,0.06903134,0.16447920000000002,0.15735239999999998,106,116.7221,-31.897340000000003
0.06544401,0.06251712,0.07247792,0.06870088,0.16445710000000002,0.1573312,107,116.7221,-31.899140000000003
0.06460442,0.06171002,0.07212214,0.06836428,0.164435,0.1573099,108,116.7221,-31.900940000000002
0.06377936,0.06091704,0.07176011,0.06802174,0.164413,0.1572886,109,116.7221,-31.90274
0.06296858,0.06013794,0.07139213,0.06767359,0.16439089999999998,0.1572674,110,116.7221,-31.90454
0.06217182,0.05937664,0.07101852,0.06732206,0.16436879999999998,0.1572463,111,116.7221,-31.90633
0.0613888,0.0586244,0.07063953,0.06696348,0.1643468,0.1572251,112,116.7221,-31.90813
0.0606193,0.05788527,0.07025548,0.06660006,0.1643248,0.15720399999999998,113,116.7221,-31.90993
0.05986303,0.05715899,0.0698666,0.06623211,0.16430279999999997,0.15718279999999998,114,116.7221,-31.91173
0.05911978,0.05644532,0.06947319,0.06585985,0.1642808,0.15716170000000002,115,116.7221,-31.913529999999998
0.05838926,0.05574401,0.06907555,0.06548356,0.16425889999999999,0.1571405,116,116.7221,-31.915329999999997
0.05767128,0.0550548,0.06867392,0.0651035,0.1642369,0.1571194,117,116.7221,-31.91713
0.05696555,0.05437749,0.06826856,0.0647199,0.164215,0.1570983,118,116.7221,-31.91893
0.05627184,0.05371552,0.06785975,0.06433516,0.1641931,0.1570773,119,116.7221,-31.920720000000003
0.05558996,0.05306122,0.06744774,0.06394525,0.16417120000000002,0.15705629999999998,120,116.7221,-31.922520000000002
0.05491963,0.05241813,0.06703277,0.06355255,0.1641493,0.1570352,121,116.7221,-31.92432
0.05426067,0.05178602,0.06661511,0.06315727,0.1641275,0.1570142,122,116.7221,-31.92612
0.05361284,0.05116468,0.066195,0.06275966,0.1641056,0.1569932,123,116.7221,-31.92792
0.05297589,0.0505539,0.06577267,0.06235992,0.1640838,0.15697220000000003,124,116.7221,-31.92972
0.05234967,0.04995346,0.06534833,0.06195828,0.16406199999999999,0.1569512,125,116.7221,-31.931520000000003
0.11786860000000002,0.11313419999999999,0.08067703,0.07644743,0.1665106,0.1592978,126,116.7242,-31.82
0.11637370000000001,0.11168399999999999,0.08063568,0.07640826,0.166576,0.15936029999999998,127,116.7242,-31.8218
0.1148806,0.1102356,0.08059435,0.07636914,0.1666295,0.1594116,128,116.7242,-31.8236
0.11339110000000001,0.1087911,0.08055307,0.07633004,0.16667120000000002,0.15945150000000002,129,116.7242,-31.8254
0.11190710000000001,0.10736019999999999,0.08051182,0.07629118,0.1667011,0.1594799,130,116.7242,-31.82719
0.11043039999999998,0.1059287,0.08047062,0.07625215,0.166719,0.1594971,131,116.7242,-31.82899
0.1089625,0.1045059,0.08042945,0.07621316,0.1667251,0.1595029,132,116.7242,-31.830790000000004
0.10750470000000001,0.1030932,0.08038832,0.0761742,0.1667193,0.15949720000000003,133,116.7242,-31.832590000000003
0.10605819999999999,0.1016918,0.08034724,0.07613529,0.1667015,0.1594801,134,116.7242,-31.834390000000003
0.10462429999999999,0.1003029,0.08030619,0.0760964,0.1666785,0.15945789999999999,135,116.7242,-31.836190000000002
0.10320370000000001,0.09892727,0.08026516,0.07605755,0.1666555,0.1594358,136,116.7242,-31.83799
0.10179760000000002,0.09756586,0.08022418,0.07601873,0.16663250000000002,0.1594136,137,116.7242,-31.83979
0.10040650000000001,0.09622682,0.08018325,0.07598018,0.1666095,0.15939160000000002,138,116.7242,-31.84158
0.09903119,0.09489581,0.08014235,0.07594145,0.1665866,0.1593695,139,116.7242,-31.84338
0.0976722,0.09358089,0.08010361,0.07590481,0.1665636,0.1593474,140,116.7242,-31.84518
0.09633002,0.09228254,0.08005188,0.07585583,0.1665407,0.1593253,141,116.7242,-31.84698
0.09500505,0.09100117,0.07998687,0.0757943,0.1665178,0.15930329999999998,142,116.7242,-31.848779999999998
0.09369765,0.08973709,0.07990868,0.07572028,0.16649489999999997,0.1592812,143,116.7242,-31.850579999999997
0.09240807,0.08849052,0.07981739,0.0756339,0.166472,0.15925920000000002,144,116.7242,-31.85238
0.09113654,0.0872685,0.07971312,0.07553579,0.16644920000000002,0.15923729999999997,145,116.7242,-31.85417
0.08988323,0.08605746,0.07959598,0.075425,0.1664263,0.15921529999999998,146,116.7242,-31.855970000000003
0.08864824,0.08486443,0.07946612,0.07530218,0.1664035,0.1591933,147,116.7242,-31.857770000000002
0.08743163,0.08368943,0.07932368,0.07516745,0.1663807,0.1591714,148,116.7242,-31.85957
0.08623344,0.0825325,0.07916881,0.07502095,0.1663579,0.1591494,149,116.7242,-31.86137
0.08505365,0.0813936,0.07900171,0.07486288,0.16633520000000002,0.1591275,150,116.7242,-31.86317
0.08389225,0.08027272,0.07882255,0.07469341,0.1663124,0.1591056,151,116.7242,-31.86497
0.08274912,0.07917582,0.07863153,0.07451372,0.1662897,0.1590838,152,116.7242,-31.86676
0.08162422,0.0780906,0.07842888,0.07432208,0.166267,0.15906199999999998,153,116.7242,-31.86856
0.08051741,0.07702305,0.07821478,0.07411961,0.1662443,0.15904010000000002,154,116.7242,-31.870359999999998
0.07942855,0.07597306,0.07798952,0.07390656,0.16622160000000002,0.1590183,155,116.7242,-31.872159999999997
0.0783575,0.07494048,0.0777533,0.07368314,0.1661989,0.15899639999999998,156,116.7242,-31.873959999999997
0.07730406,0.0739251,0.07750637,0.0734496,0.1661763,0.15897460000000002,157,116.7242,-31.875759999999996
0.0762681,0.07292677,0.07724903,0.07320617,0.16615370000000002,0.15895279999999998,158,116.7242,-31.87756
0.07524934,0.07194316,0.07698149,0.072958,0.1661311,0.1589375,159,116.7242,-31.87936
0.07424765,0.07098366,0.07670405,0.07269702,0.1661085,0.1589159,160,116.7242,-31.88115
0.07326278,0.0700352,0.07641699,0.07242548,0.16608589999999998,0.1588942,161,116.7242,-31.88295
0.07229451,0.0691029,0.07612061,0.07214509,0.1660634,0.1588724,162,116.7242,-31.88475
0.0713426,0.06818657,0.07581516,0.07185615,0.1660408,0.1588507,163,116.7242,-31.88655
0.07040684,0.06728595,0.07550096,0.0715589,0.1660183,0.158829,164,116.7242,-31.88835
0.06948697,0.06640081,0.07517829,0.07125366,0.1659958,0.15880729999999998,165,116.7242,-31.89015
0.06858276,0.06553091,0.07484745,0.07094065,0.1659733,0.15878570000000003,166,116.7242,-31.89195
0.06769396,0.06468072,0.07450877,0.07062201,0.16595079999999998,0.1587642,167,116.7242,-31.89374
0.06682034,0.06384048,0.07416252,0.07029444,0.16592839999999998,0.1587425,168,116.7242,-31.895540000000004
0.06596161,0.06301476,0.073809,0.06996001,0.1659059,0.15872089999999997,169,116.7242,-31.897340000000003
0.06511756,0.06220329,0.07344854,0.06961898,0.16588350000000002,0.1586993,170,116.7242,-31.899140000000003
0.06428791,0.06140583,0.07308145,0.06927167,0.1658611,0.1586777,171,116.7242,-31.900940000000002
0.06347246,0.06062213,0.07270799,0.06891833,0.16583879999999998,0.15865620000000002,172,116.7242,-31.90274
0.06267092,0.05985198,0.0723285,0.06855926,0.16581629999999997,0.1586346,173,116.7242,-31.90454
0.06188307,0.05909926,0.07194326,0.06819678,0.165794,0.1586132,174,116.7242,-31.90633
0.06110864,0.05835532,0.07155256,0.06782712,0.16577170000000002,0.1585917,175,116.7242,-31.90813
0.06034743,0.05762421,0.07115673,0.0674526,0.1657494,0.15857020000000002,176,116.7242,-31.90993
0.05959916,0.05690565,0.07075603,0.06707346,0.1657271,0.15854870000000001,177,116.7242,-31.91173
0.0588636,0.05619941,0.07035077,0.06668997,0.16570479999999999,0.1585272,178,116.7242,-31.913529999999998
0.05814053,0.05550527,0.06994123,0.06630241,0.1656825,0.1585058,179,116.7242,-31.915329999999997
0.05742971,0.05482302,0.06952767,0.06591108,0.16566029999999998,0.1584844,180,116.7242,-31.91713
0.05673092,0.05415241,0.06911038,0.0655162,0.165638,0.1584629,181,116.7242,-31.91893
0.05604391,0.05349685,0.06868965,0.06512023,0.16561579999999998,0.15844160000000002,182,116.7242,-31.920720000000003
0.05536847,0.05284879,0.06826573,0.06471906,0.1655936,0.1584203,183,116.7242,-31.922520000000002
0.05470441,0.05221172,0.06783886,0.0643151,0.1655714,0.1583989,184,116.7242,-31.92432
0.05405145,0.05158544,0.06740933,0.06390857,0.16554929999999998,0.1583775,185,116.7242,-31.92612
0.05340945,0.05096972,0.06697739,0.06349976,0.16552709999999998,0.1583562,186,116.7242,-31.92792
0.05277814,0.05036435,0.06654324,0.06308887,0.16550499999999999,0.1583349,187,116.7242,-31.92972
0.05215736,0.04976915,0.06610717,0.06267613,0.1654829,0.1583136,188,116.7242,-31.931520000000003
0.1163827,0.1116915,0.08191009,0.07761407,0.1679641,0.1606932,189,116.7263,-31.82
0.11493740000000001,0.11028969999999999,0.0818677,0.07757391,0.16803089999999998,0.1607571,190,116.7263,-31.8218
0.11349260000000001,0.1088886,0.08182535,0.07753378,0.16808570000000003,0.1608095,191,116.7263,-31.8236
0.11205019999999999,0.1074901,0.08178304,0.07749366,0.16812829999999998,0.1608503,192,116.7263,-31.8254
0.11061199999999999,0.10610370000000001,0.08174076,0.07745382,0.1681588,0.1608793,193,116.7263,-31.82719
0.1091797,0.1047155,0.08169853,0.07741381,0.1681771,0.16089679999999998,194,116.7263,-31.82899
0.1077549,0.10333479999999999,0.08165635,0.07737382,0.16818329999999998,0.1609027,195,116.7263,-31.830790000000004
0.10633889999999999,0.101963,0.08161419,0.07733387,0.16817739999999998,0.1608969,196,116.7263,-31.832590000000003
0.1049329,0.10060110000000001,0.08157206,0.07729397,0.1681592,0.16087939999999998,197,116.7263,-31.834390000000003
0.103538,0.09925037,0.08152999,0.0772541,0.1681359,0.1608568,198,116.7263,-31.836190000000002
0.1021554,0.0979117,0.08148795,0.07721426,0.1681126,0.16083429999999999,199,116.7263,-31.83799
0.10078580000000001,0.09658596,0.08144595,0.07717446,0.1680892,0.1608118,200,116.7263,-31.83979
0.09942997,0.09528113,0.081404,0.07713492,0.1680659,0.1607895,201,116.7263,-31.84158
0.09808867,0.09398332,0.08136207,0.0770952,0.16804270000000002,0.16076700000000002,202,116.7263,-31.84338
0.0967625,0.09270043,0.08132221,0.07705746,0.16801939999999999,0.16074460000000002,203,116.7263,-31.84518
0.09545195,0.09143294,0.0812686,0.07700669,0.1679961,0.1607222,204,116.7263,-31.84698
0.09415746,0.09018128,0.08120122,0.0769429,0.1679729,0.16069979999999998,205,116.7263,-31.848779999999998
0.09287942,0.08894582,0.0811202,0.0768662,0.1679497,0.1606774,206,116.7263,-31.850579999999997
0.09161812,0.08772681,0.08102561,0.07677665,0.1679265,0.160655,207,116.7263,-31.85238
0.09037382,0.08653115,0.08091757,0.07667498,0.16790329999999998,0.1606328,208,116.7263,-31.85417
0.0891467,0.08534565,0.08079619,0.07656017,0.1678802,0.1606105,209,116.7263,-31.855970000000003
0.08793692,0.08417717,0.08066166,0.07643289,0.1678571,0.16058820000000001,210,116.7263,-31.857770000000002
0.08674456,0.0830258,0.08051408,0.0762933,0.16783389999999998,0.16056589999999998,211,116.7263,-31.85957
0.08556972,0.08189158,0.08035366,0.07614155,0.16781079999999998,0.1605436,212,116.7263,-31.86137
0.0844124,0.08077454,0.08018058,0.07597781,0.1677877,0.1605213,213,116.7263,-31.86317
0.0832726,0.07967466,0.07999503,0.07580228,0.16776470000000002,0.1604991,214,116.7263,-31.86497
0.08215026,0.07859789,0.07979724,0.07561624,0.16774160000000002,0.160477,215,116.7263,-31.86676
0.08104535,0.07753208,0.07958741,0.07541778,0.16771860000000002,0.16045479999999998,216,116.7263,-31.86856
0.07995779,0.07648325,0.07936579,0.07520817,0.1676956,0.1604326,217,116.7263,-31.870359999999998
0.07888741,0.07545124,0.07913261,0.07498763,0.1676726,0.1604104,218,116.7263,-31.872159999999997
0.07783417,0.07443596,0.07888814,0.07475639,0.1676496,0.1603882,219,116.7263,-31.873959999999997
0.07679786,0.07343722,0.07863264,0.07451471,0.16762660000000001,0.1603661,220,116.7263,-31.875759999999996
0.07577837,0.07245491,0.07836636,0.07426285,0.1676037,0.16034400000000001,221,116.7263,-31.87756
0.07477549,0.07148881,0.07808962,0.07400106,0.1675807,0.16032190000000002,222,116.7263,-31.87936
0.07378906,0.07054401,0.07780266,0.07373115,0.1675578,0.1602999,223,116.7263,-31.88115
0.07281887,0.0696097,0.07750582,0.07345039,0.167535,0.16027779999999997,224,116.7263,-31.88295
0.07186476,0.06869108,0.07719937,0.07316054,0.1675121,0.1602557,225,116.7263,-31.88475
0.07092647,0.06778789,0.07688362,0.07286189,0.1674892,0.16023370000000003,226,116.7263,-31.88655
0.07000381,0.06689993,0.07655888,0.07255472,0.1674664,0.1602116,227,116.7263,-31.88835
0.06909656,0.06602695,0.07622546,0.07223933,0.16744360000000003,0.1601896,228,116.7263,-31.89015
0.06820453,0.0651688,0.07588366,0.07191602,0.1674207,0.16016770000000002,229,116.7263,-31.89195
0.06732744,0.06432983,0.07553381,0.07158694,0.167398,0.16014579999999998,230,116.7263,-31.89374
0.06646509,0.06350049,0.07517624,0.0712487,0.16737520000000003,0.16012379999999998,231,116.7263,-31.895540000000004
0.06561722,0.06268523,0.07481126,0.07090345,0.16735250000000002,0.1601019,232,116.7263,-31.897340000000003
0.06478365,0.06188232,0.07443916,0.07055596,0.1673297,0.1600865,233,116.7264,-31.899140000000003
0.06396411,0.06109465,0.0740603,0.0701975,0.16730699999999998,0.1600646,234,116.7264,-31.900940000000002
0.06315841,0.06032038,0.07367498,0.06983292,0.1672843,0.1600427,235,116.7264,-31.90274
0.06236624,0.05955928,0.0732835,0.06946251,0.1672616,0.1600209,236,116.7264,-31.90454
0.06158746,0.05881528,0.07288618,0.06908868,0.167239,0.1599991,237,116.7264,-31.90633
0.06082176,0.0580798,0.07248335,0.06870754,0.16721629999999998,0.1599773,238,116.7264,-31.90813
0.06006898,0.05735682,0.07207531,0.06832145,0.1671937,0.1599555,239,116.7264,-31.90993
0.05932882,0.05664612,0.07166235,0.06793071,0.1671711,0.1599336,240,116.7264,-31.91173
0.05860112,0.05594747,0.07124479,0.06753558,0.16714849999999998,0.1599118,241,116.7264,-31.913529999999998
0.05788563,0.05526065,0.07082291,0.06713637,0.1671259,0.15989,242,116.7264,-31.915329999999997
0.05718212,0.05458546,0.07039701,0.06673335,0.16710329999999998,0.1598683,243,116.7264,-31.91713
0.05649037,0.05392166,0.06996738,0.06632676,0.1670808,0.1598465,244,116.7264,-31.91893
0.05581019,0.05327263,0.06953429,0.0659192,0.1670583,0.1598249,245,116.7264,-31.920720000000003
0.05514135,0.05263095,0.06909802,0.06550634,0.16703579999999998,0.1598032,246,116.7264,-31.922520000000002
0.05448362,0.05200001,0.06865885,0.06509073,0.16701329999999998,0.1597815,247,116.7264,-31.92432
0.05383684,0.05137967,0.06821704,0.0646726,0.1669908,0.15975989999999998,248,116.7264,-31.92612
0.05320076,0.05076968,0.06777286,0.06425222,0.1669683,0.1597382,249,116.7264,-31.92792
0.05257522,0.05016986,0.06732653,0.0638298,0.16694589999999998,0.15971649999999998,250,116.7264,-31.92972
0.05195997,0.04958,0.06687835,0.06340558,0.1669235,0.15969489999999997,251,116.7264,-31.931520000000003
0.1148979,0.11025689999999999,0.08317413,0.07880425,0.1694378,0.1621013,252,116.7285,-31.82
0.113501,0.1089021,0.08313067,0.07876303,0.16950620000000002,0.16216670000000002,253,116.7285,-31.8218
0.11210330000000002,0.1075469,0.08308726,0.07872189,0.16956210000000002,0.16222029999999998,254,116.7285,-31.8236
0.110707,0.10618699999999999,0.08304387,0.07868645,0.1696057,0.16226870000000002,255,116.7285,-31.8254
0.1093137,0.1048442,0.08300053,0.0786456,0.16963689999999998,0.1622983,256,116.7285,-31.82719
0.107925,0.10349870000000001,0.08295722,0.07860453,0.16965560000000002,0.1623162,257,116.7285,-31.82899
0.1065425,0.1021594,0.08291397,0.07856353,0.16966199999999998,0.16232220000000003,258,116.7285,-31.830790000000004
0.10516760000000001,0.1008276,0.08287076,0.07852256,0.1696559,0.1623162,259,116.7285,-31.832590000000003
0.1038015,0.0995047,0.08282758,0.07848161,0.1696374,0.1622983,260,116.7285,-31.834390000000003
0.1024453,0.09819165,0.08278445,0.07844071,0.1696137,0.1622754,261,116.7285,-31.836190000000002
0.1011,0.09688943,0.08274135,0.07839986,0.16959000000000002,0.16225250000000002,262,116.7285,-31.83799
0.09976645,0.09559893,0.0826983,0.07835903,0.1695664,0.1622297,263,116.7285,-31.83979
0.09844556,0.094328,0.0826553,0.07831848,0.16954270000000002,0.162207,264,116.7285,-31.84158
0.09713799,0.09306307,0.08261233,0.07827773,0.1695191,0.1621842,265,116.7285,-31.84338
