id,lon,lat,taxonomy,structural,night,number,heritage,retrofit,SA1
187,116.767166535,-31.892921476,UA1_base,477676.0,1.58614336,1.0,NH,2,50902124508
1479,116.766966152,-31.893003123,Timber_Modern,510117.0,1.58614336,1.0,NH,2,50902124508
1477,116.766786262,-31.893091698,UA8_base,447041.0,1.58614336,1.0,NH,2,50902124508
145,116.763932527,-31.880899061,URM_Modern,529387.0,1.73700346,1.0,NH,2,50902124507
388,116.763900645,-31.880418967,URM_Modern,507072.0,1.74,1.0,NH,2,50902124507
441,116.763511502,-31.880555676,URM_Modern,626246.0,2.34046848,1.0,NH,2,50902124515
120,116.762646488,-31.881516705,URM_Modern,511439.0,1.73700346,1.0,NH,2,50902124507
440,116.76318584,-31.88069366,Timber_Modern,366365.0,2.34046848,1.0,NH,2,50902124515
107,116.761547617,-31.882048976,URM_Modern,520294.0,1.73700346,1.0,NH,2,50902124507
436,116.76271081,-31.880893821,Timber_Modern,505720.0,2.34046848,1.0,NH,2,50902124515
105,116.761179666,-31.882072514,UA1_base,356751.0,1.73700346,1.0,H,2,50902124507
433,116.762392628,-31.88107389,URM_Modern,617494.0,2.34046848,1.0,NH,2,50902124515
430,116.76191248,-31.881212755,URM_Modern,479662.0,2.34046848,1.0,NH,2,50902124515
428,116.761431027,-31.881474851,Timber_Modern,511596.0,2.34046848,1.0,NH,2,50902124515
1340,116.800264928,-31.879010294,Timber_Modern,554624.0,2.15106146,1.0,NH,2,50902124504
1356,116.797652691,-31.875220792,Timber_Modern,477016.0,2.15106146,1.0,NH,2,50902124504
1355,116.796017361,-31.875484621,Timber_Modern,422915.0,2.15106146,1.0,NH,2,50902124504
1351,116.796892264,-31.876554519,Timber_Modern,511543.0,2.15106146,1.0,NH,2,50902124504
1353,116.798227002,-31.87619928,Timber_Modern,507883.0,2.15106146,1.0,NH,2,50902124504
1334,116.800499566,-31.879940688,Timber_Modern,547340.0,2.15106146,1.0,NH,2,50902124504
1326,116.801919865,-31.881779334,Timber_Modern,436151.0,2.15106146,1.0,NH,2,50902124504
1320,116.802192324,-31.882843995,URM_Modern,543401.0,2.15106146,1.0,NH,2,50902124504
1032,116.781648021,-31.870784188,URM_Modern,541797.0,2.15106146,1.0,NH,2,50902124504
1034,116.782052626,-31.870777535,Timber_Modern,559888.0,2.15106146,1.0,NH,2,50902124504
1038,116.782785494,-31.870523947,Timber_Modern,523917.0,2.15106146,1.0,NH,2,50902124504
1024,116.782706043,-31.87125259,Timber_Modern,554624.0,2.15106146,1.0,NH,2,50902124504
1023,116.780844881,-31.871447946,Timber_Modern,554624.0,2.15106146,1.0,NH,2,50902124504
1029,116.780593498,-31.871091589,Timber_Modern,554624.0,2.15106146,1.0,NH,2,50902124504
1169,116.77531627,-31.880380875,Timber_Modern,469237.0,2.15106146,1.0,NH,2,50902124504
779,116.775292959,-31.880106806,Timber_Modern,431126.0,2.15106146,1.0,NH,2,50902124504
787,116.7769022,-31.879714223,UA7_base,349970.0,2.15106146,1.0,NH,2,50902124504
802,116.776087406,-31.879292729,URM_Modern,530753.0,2.15106146,1.0,NH,2,50902124504
798,116.775172581,-31.879481067,URM_Modern,476462.0,2.15106146,1.0,NH,2,50902124504
805,116.775395476,-31.879223301,Timber_Modern,513901.0,2.15106146,1.0,NH,2,50902124504
814,116.775955611,-31.878969508,Timber_Modern,534792.0,2.15106146,1.0,NH,2,50902124504
813,116.775476684,-31.878987967,Timber_Modern,328060.0,2.15106146,1.0,NH,2,50902124504
825,116.776248269,-31.878663732,URM_Modern,508159.0,2.15106146,1.0,NH,2,50902124504
818,116.775441473,-31.878842564,Timber_Modern,321212.0,2.15106146,1.0,NH,2,50902124504
826,116.77540106,-31.878624758,Timber_Modern,603845.0,2.15106146,1.0,NH,2,50902124504
835,116.775982223,-31.878117721,UA7_base,422624.0,2.15106146,1.0,NH,2,50902124504
837,116.775469005,-31.878008782,Timber_Modern,552870.0,2.15106146,1.0,NH,2,50902124504
842,116.775524537,-31.877664311,Timber_Modern,474158.0,2.15106146,1.0,NH,2,50902124504
863,116.776152328,-31.876721187,Timber_Modern,300948.0,2.15106146,1.0,NH,2,50902124504
870,116.776141059,-31.876511587,Timber_Modern,411173.0,2.15106146,1.0,NH,2,50902124504
875,116.775998596,-31.876378344,Timber_Modern,406510.0,2.15106146,1.0,NH,2,50902124504
879,116.775947951,-31.876229652,Timber_Modern,310685.0,2.15106146,1.0,NH,2,50902124504
893,116.775862747,-31.87585624,Timber_Modern,495830.0,2.15106146,1.0,NH,2,50902124504
909,116.775695948,-31.875514062,Timber_Modern,413148.0,2.15106146,1.0,NH,2,50902124504
917,116.775623966,-31.875351884,Timber_Modern,206266.0,2.15106146,1.0,NH,2,50902124504
925,116.77568052,-31.875120484,URM_Modern,324484.0,2.15106146,1.0,NH,2,50902124504
939,116.775406623,-31.874867403,Timber_Modern,236659.0,2.15106146,1.0,NH,2,50902124504
948,116.775340942,-31.874625078,UA8_base,242986.0,2.15106146,1.0,NH,2,50902124504
984,116.774970089,-31.873859492,Timber_Modern,373030.0,2.15106146,1.0,NH,2,50902124504
470,116.768343714,-31.864848977,URM_Modern,341757.0,2.00832971,1.0,NH,2,50902124505
467,116.767268172,-31.865322656,URM_Modern,556859.0,2.00832971,1.0,NH,2,50902124505
471,116.764526268,-31.864633563,ISS_SS_S_Modern,541797.0,2.00832971,1.0,NH,2,50902124505
457,116.762899623,-31.867220801,Timber_Modern,487125.0,2.00832971,1.0,NH,2,50902124505
482,116.762684822,-31.8672949213,Timber_Modern,487125.0,2.00832971,1.0,NH,2,50902124505
712,116.761348789,-31.867983735,Timber_Modern,425246.0,2.00832971,1.0,NH,2,50902124505
463,116.761734336,-31.867149459,UA7_base,685160.0,2.00832971,1.0,H,2,50902124505
709,116.760560555,-31.868423165,Timber_Modern,455428.0,2.00832971,1.0,NH,2,50902124505
459,116.759624517,-31.866990162,Timber_Modern,577640.0,2.00832971,1.0,NH,2,50902124505
456,116.757939502,-31.867162338,Timber_Modern,339081.0,2.00832971,1.0,NH,2,50902124505
694,116.75702024,-31.869821764,UA8_base,413694.0,2.00832971,1.0,NH,2,50902124505
710,116.756200448,-31.868248122,Timber_Modern,415700.0,2.00832971,1.0,NH,2,50902124505
685,116.756258401,-31.870658736,Timber_Modern,559888.0,2.00832971,1.0,NH,2,50902124505
684,116.755229912,-31.870751645,Timber_Modern,320912.0,2.00832971,1.0,NH,2,50902124505
676,116.754863661,-31.872011432,Timber_Modern,114151.0,2.00832971,1.0,NH,2,50902124505
706,116.754896735,-31.868289543,Timber_Modern,446573.0,2.00832971,1.0,NH,2,50902124505
678,116.753502169,-31.871395771,Timber_Modern,621528.0,2.00832971,1.0,NH,2,50902124505
698,116.75339827,-31.869606446,Timber_Modern,663682.0,2.00832971,1.0,NH,2,50902124505
674,116.752413045,-31.872746984,Timber_Modern,416005.0,2.00832971,1.0,NH,2,50902124505
691,116.752310547,-31.871063211,Timber_Modern,336267.0,2.00832971,1.0,NH,2,50902124505
673,116.751048396,-31.872708714,URM_Modern,462410.0,2.00832971,1.0,NH,2,50902124505
686,116.750733484,-31.871152023,ISS_SS_S_Modern,230924.0,2.00832971,1.0,NH,2,50902124505
682,116.751231357,-31.871636633,Timber_Modern,463506.0,2.00832971,1.0,NH,2,50902124505
329,116.760535365,-31.88637456,URM_Modern,639592.0,1.73700346,1.0,NH,2,50902124507
332,116.760905283,-31.886330745,URM_Modern,598062.0,1.73700346,1.0,NH,2,50902124507
378,116.76084827,-31.887013361,URM_Modern,432473.0,1.73700346,1.0,NH,2,50902124507
333,116.76130741,-31.886364549,URM_Modern,559516.0,1.73700346,1.0,NH,2,50902124507
335,116.761672759,-31.886340863,URM_Modern,395625.0,1.73700346,1.0,NH,2,50902124507
337,116.762100943,-31.886392019,URM_Modern,598235.0,1.73700346,1.0,NH,2,50902124507
326,116.762491287,-31.886429789,URM_Modern,444989.0,1.73700346,1.0,NH,2,50902124507
330,116.764097975,-31.886408545,URM_Modern,628427.0,1.73700346,1.0,NH,2,50902124507
340,116.764787613,-31.886807942,UA1_base,521852.0,1.73700346,1.0,NH,2,50902124507
334,116.764701119,-31.886452574,URM_Modern,264306.0,1.73700346,1.0,NH,2,50902124507
328,116.765532783,-31.886417461,URM_Modern,400456.0,1.73700346,1.0,NH,2,50902124507
10,116.766208688,-31.886889794,UA7_base,345422.0,1.73700346,1.0,H,2,50902124507
24,116.766387296,-31.886859638,UA7_base,345422.0,1.73700346,1.0,NH,2,50902124507
26,116.766159239,-31.886263034,URM_Modern,584276.0,1.73700346,1.0,NH,2,50902124507
311,116.759639661,-31.887589266,Timber_Modern,321878.0,1.73700346,1.0,NH,2,50902124507
318,116.759645261,-31.887342931,URM_Modern,324650.0,1.73700346,1.0,NH,2,50902124507
321,116.759602442,-31.887112763,UA1_base,503498.0,1.73700346,1.0,NH,2,50902124507
1358,116.796827452,-31.873364768,UA1_base,319543.0,2.15106146,1.0,NH,2,50902124504
1357,116.795517345,-31.873969576,Timber_Modern,428022.0,2.15106146,1.0,NH,2,50902124504
1349,116.788437705,-31.877030285,Timber_Modern,390740.0,4.23972603,1.0,NH,2,50902124504
401,116.769829645,-31.886488496,UA8_base,156672.0,2.02040816,1.0,NH,2,50902124516
7,116.767834134,-31.886901812,UA1_base,1865567.0,0.0,1.0,NH,2,50902124508
1181,116.774082629,-31.892580982,UA8_base,408784.0,1.88213166,1.0,NH,2,50902124506
1272,116.774734178,-31.892464023,UA8_base,350453.0,1.88213166,1.0,NH,2,50902124506
1183,116.773956959,-31.892245714,UA8_base,270876.0,1.88213166,1.0,NH,2,50902124506
1274,116.77435605,-31.892150706,UA1_base,263852.0,1.88213166,1.0,NH,2,50902124506
1184,116.773758817,-31.891976525,UA7_base,515886.0,1.88213166,1.0,NH,2,50902124506
1277,116.774259105,-31.891951386,UA1_base,405641.0,1.88213166,1.0,NH,2,50902124506
1185,116.773683312,-31.891671771,UA1_base,412894.0,1.88213166,1.0,H,2,50902124506
1278,116.774180018,-31.891698639,UA1_base,461747.0,1.88213166,1.0,NH,2,50902124506
1186,116.773446907,-31.891584499,UA8_base,455213.0,1.88213166,1.0,H,2,50902124506
1279,116.774009555,-31.891447214,UA1_base,483170.0,1.88213166,1.0,NH,2,50902124506
1187,116.773184562,-31.891024586,URM_Modern,457080.0,1.88213166,1.0,NH,2,50902124506
1283,116.773827422,-31.890883613,URM_Modern,570184.0,1.88213166,1.0,NH,2,50902124506
1189,116.773120734,-31.890808099,UA7_base,258715.0,1.88213166,1.0,NH,2,50902124506
1290,116.773163893,-31.88977375,UA1_base,512705.0,1.88213166,1.0,NH,2,50902124506
1292,116.773088827,-31.889469433,URM_Modern,504420.0,1.88213166,1.0,NH,2,50902124506
1296,116.772874103,-31.889181329,Timber_Modern,416897.0,1.88213166,1.0,NH,2,50902124506
1190,116.771847062,-31.89023152,UA7_base,538271.0,1.88213166,1.0,NH,2,50902124506
1298,116.772759869,-31.889033039,Timber_Modern,400414.0,1.88213166,1.0,NH,2,50902124506
1194,116.772411947,-31.889547003,UA7_base,313023.0,1.88213166,1.0,NH,2,50902124506
1300,116.772710564,-31.888846819,URM_Modern,443575.0,1.88213166,1.0,NH,2,50902124506
1196,116.772164623,-31.889237412,UA1_base,521918.0,1.88213166,1.0,H,2,50902124506
1305,116.772690321,-31.888418394,UA7_base,374157.0,1.88213166,1.0,H,2,50902124506
986,116.77558039,-31.873743807,Timber_Modern,248382.0,2.15106146,1.0,NH,2,50902124504
1004,116.775401866,-31.873098973,Timber_Modern,559888.0,2.15106146,1.0,NH,2,50902124504
988,116.776192216,-31.873695441,URM_Modern,262969.0,2.15106146,1.0,NH,2,50902124504
989,116.776815721,-31.87363292,UA1_base,477906.0,2.15106146,1.0,NH,2,50902124504
990,116.777029346,-31.87360711,UA8_base,287215.0,2.15106146,1.0,NH,2,50902124504
1007,116.77749216,-31.872933281,Timber_Modern,538271.0,2.15106146,1.0,NH,2,50902124504
991,116.77784814,-31.873555931,URM_Modern,357713.0,2.15106146,1.0,NH,2,50902124504
992,116.77809636,-31.87359779,Timber_Modern,333838.0,2.15106146,1.0,NH,2,50902124504
995,116.778697945,-31.873543417,Timber_Modern,456038.0,2.15106146,1.0,NH,2,50902124504
996,116.779137233,-31.873479077,Timber_Modern,315102.0,2.15106146,1.0,NH,2,50902124504
997,116.779327257,-31.87347992,Timber_Modern,443165.0,2.15106146,1.0,NH,2,50902124504
998,116.779788309,-31.873367652,Timber_Modern,427995.0,2.15106146,1.0,NH,2,50902124504
987,116.781132632,-31.873652888,Timber_Modern,374263.0,2.15106146,1.0,NH,2,50902124504
981,116.781808177,-31.874044272,Timber_Modern,500380.0,2.15106146,1.0,NH,2,50902124504
1010,116.781136299,-31.872767013,Timber_Modern,538271.0,2.15106146,1.0,NH,2,50902124504
1001,116.7815201,-31.87318203,Timber_Modern,559888.0,2.15106146,1.0,NH,2,50902124504
1012,116.782952664,-31.872116988,Timber_Modern,559888.0,2.15106146,1.0,NH,2,50902124504
812,116.779388617,-31.878987797,Timber_Modern,573011.0,2.15106146,1.0,NH,2,50902124504
821,116.77941262,-31.878681495,URM_Modern,451137.0,2.15106146,1.0,NH,2,50902124504
904,116.782718215,-31.876091646,Timber_Modern,546247.0,2.15106146,1.0,NH,2,50902124504
972,116.783962879,-31.874196729,Timber_Modern,636860.0,2.15106146,1.0,NH,2,50902124504
944,116.784906202,-31.874497968,URM_Modern,359459.0,2.15106146,1.0,NH,2,50902124504
846,116.783843791,-31.877387829,ISS_SS_S_Modern,768213.0,2.15106146,1.0,NH,2,50902124504
70,116.760749116,-31.883509528,URM_Modern,344451.0,1.73700346,1.0,NH,2,50902124507
130,116.757838457,-31.881112055,UA1_base,511556.0,2.34046848,1.0,H,2,50902124515
146,116.757644755,-31.880837835,URM_Modern,324786.0,2.34046848,1.0,NH,2,50902124515
150,116.759192681,-31.881441386,URM_Modern,292877.0,2.34046848,1.0,NH,2,50902124515
137,116.758431985,-31.881130888,URM_Modern,646342.0,2.34046848,1.0,NH,2,50902124515
147,116.758131905,-31.880865449,UA1_base,488670.0,2.34046848,1.0,H,2,50902124515
155,116.758018944,-31.880527035,URM_Modern,95888.0,2.34046848,1.0,NH,2,50902124515
609,116.757678287,-31.880073726,URM_Modern,473617.0,2.34046848,1.0,NH,2,50902124515
139,116.766529626,-31.881127945,Timber_Modern,330995.0,1.73700346,1.0,NH,2,50902124507
156,116.766580197,-31.880488943,Timber_Modern,552136.0,1.73700346,1.0,NH,2,50902124507
152,116.76685547,-31.881132994,Timber_Modern,340074.0,1.73700346,1.0,NH,2,50902124507
607,116.76383212,-31.880138,Timber_Modern,308296.0,2.34046848,1.0,NH,2,50902124515
631,116.763501686,-31.879697195,Timber_Modern,308296.0,2.34046848,1.0,NH,2,50902124515
637,116.763419819,-31.879581055,URM_Modern,312278.0,2.34046848,1.0,NH,2,50902124515
276,116.76240215,-31.888844889,UA1_base,286740.0,1.58614336,1.0,NH,2,50902124508
1303,116.773520565,-31.888867676,Timber_Modern,278308.0,1.88213166,1.0,NH,2,50902124506
1294,116.773674713,-31.889191253,Timber_Modern,317614.0,1.88213166,1.0,NH,2,50902124506
1301,116.773375691,-31.888928221,UA8_base,284235.0,1.88213166,1.0,NH,2,50902124506
1299,116.773187434,-31.889013426,Timber_Modern,231672.0,1.88213166,1.0,NH,2,50902124506
469,116.76947127,-31.86501594,URM_Modern,371296.0,2.00832971,1.0,NH,2,50902124505
475,116.770054894,-31.864728861,Timber_Modern,473033.0,2.00832971,1.0,NH,2,50902124505
476,116.770554781,-31.863945238,Timber_Modern,473033.0,2.00832971,1.0,NH,2,50902124505
477,116.770701962,-31.864743367,Timber_Modern,473033.0,2.00832971,1.0,NH,2,50902124505
533,116.77137192,-31.864259694,Timber_Modern,473033.0,2.00832971,1.0,NH,2,50902124505
534,116.771345461,-31.863945057,Timber_Modern,473033.0,2.00832971,1.0,NH,2,50902124505
535,116.771574652,-31.86399833,Timber_Modern,473033.0,2.00832971,1.0,NH,2,50902124505
536,116.771107108,-31.864216016,Timber_Modern,473033.0,2.00832971,1.0,NH,2,50902124505
537,116.771781596,-31.863748786,Timber_Modern,473033.0,2.00832971,1.0,NH,2,50902124505
538,116.771777007,-31.863384896,Timber_Modern,473033.0,2.00832971,1.0,NH,2,50902124505
539,116.771036918,-31.864697527,Timber_Modern,473033.0,2.00832971,1.0,NH,2,50902124505
540,116.772080034,-31.863394626,Timber_Modern,473033.0,2.00832971,1.0,NH,2,50902124505
541,116.771535941,-31.863674019,Timber_Modern,473033.0,2.00832971,1.0,NH,2,50902124505
478,116.770820814,-31.864987369,URM_Modern,473033.0,2.00832971,1.0,NH,2,50902124505
464,116.769943615,-31.865807817,URM_Modern,558127.0,2.00832971,1.0,NH,2,50902124505
432,116.761293245,-31.881085565,URM_Modern,412334.0,2.34046848,1.0,NH,2,50902124515
615,116.759942813,-31.879956814,URM_Modern,640102.0,2.34046848,1.0,NH,2,50902124515
624,116.759788788,-31.879794365,Timber_Modern,503270.0,2.34046848,1.0,NH,2,50902124515
633,116.759709486,-31.87957398,URM_Modern,454738.0,2.34046848,1.0,NH,2,50902124515
751,116.759455839,-31.877542771,URM_Modern,618744.0,2.34046848,1.0,NH,2,50902124515
661,116.758529736,-31.877945222,URM_Modern,607964.0,2.34046848,1.0,NH,2,50902124515
665,116.75812381,-31.87702736,URM_Modern,541797.0,2.34046848,1.0,NH,2,50902124515
719,116.758758244,-31.874037135,Timber_Modern,166940.0,2.34046848,1.0,NH,2,50902124515
772,116.756853218,-31.874959565,UA7_base,334835.0,2.34046848,1.0,NH,2,50902124515
713,116.752033925,-31.867768152,Timber_Modern,536524.0,2.00832971,1.0,NH,2,50902124505
727,116.757375901,-31.873661752,Timber_Modern,562951.0,2.34046848,1.0,NH,2,50902124515
1466,116.768636636,-31.89520329,UA8_base,460146.0,1.58614336,1.0,NH,2,50902124508
1468,116.768239568,-31.894970015,UA1_base,312278.0,1.58614336,1.0,NH,2,50902124508
1410,116.768286001,-31.895362724,UA8_base,423291.0,1.58614336,1.0,NH,2,50902124508
1463,116.768074461,-31.895454102,UA1_base,396734.0,1.58614336,1.0,NH,2,50902124508
1408,116.76789739,-31.89558745,Timber_Modern,321878.0,1.58614336,1.0,NH,2,50902124508
1460,116.767695139,-31.895647538,Timber_Modern,349473.0,1.58614336,1.0,NH,2,50902124508
1439,116.765452391,-31.897023142,ISS_SS_S_Modern,1297028.0,0.0,1.0,NH,2,50902124508
202,116.761477488,-31.892256047,Timber_Modern,334888.0,1.58614336,1.0,NH,2,50902124508
193,116.761268672,-31.892356109,URM_Modern,349845.0,1.58614336,1.0,NH,2,50902124508
479,116.762621131,-31.864253159,Timber_Modern,647993.0,2.00832971,1.0,NH,2,50902124505
474,116.761732056,-31.864434305,Timber_Modern,676011.0,2.00832971,1.0,NH,2,50902124505
473,116.761064219,-31.86478626,URM_Modern,770153.0,2.00832971,1.0,NH,2,50902124505
462,116.760499023,-31.866482106,Timber_Modern,591408.0,2.00832971,1.0,NH,2,50902124505
472,116.75977302,-31.864533457,Timber_Modern,678900.0,2.00832971,1.0,NH,2,50902124505
468,116.759020498,-31.865533924,Timber_Modern,765291.0,2.00832971,1.0,NH,2,50902124505
466,116.75831474,-31.865980776,Timber_Modern,559888.0,2.00832971,1.0,NH,2,50902124505
1428,116.766734055,-31.898626106,ISS_SSURM_S_Modern,600748.0,0.0,1.0,NH,2,50902124508
1427,116.766340771,-31.898891679,ISS_SSURM_S_Modern,241525.0,0.0,1.0,NH,2,50902124508
1425,116.765985691,-31.898953898,ISS_SS_S_Modern,390989.0,0.0,1.0,NH,2,50902124508
1424,116.765570711,-31.899010913,ISS_SS_S_Modern,654293.0,0.0,1.0,NH,2,50902124508
108,116.755771586,-31.882106045,URM_Modern,520294.0,2.34046848,1.0,NH,2,50902124515
114,116.756333932,-31.881879296,URM_Modern,596556.0,2.34046848,1.0,NH,2,50902124515
131,116.756515022,-31.881250739,URM_Modern,419279.0,2.34046848,1.0,NH,2,50902124515
116,116.756717341,-31.881664916,URM_Modern,428060.0,2.34046848,1.0,NH,2,50902124515
133,116.756746145,-31.881184545,URM_Modern,309886.0,2.34046848,1.0,NH,2,50902124515
118,116.756939504,-31.881581121,URM_Modern,397197.0,2.34046848,1.0,NH,2,50902124515
138,116.756883899,-31.881081051,URM_Modern,514187.0,2.34046848,1.0,NH,2,50902124515
121,116.757119024,-31.881509075,URM_Modern,465360.0,2.34046848,1.0,NH,2,50902124515
143,116.757164561,-31.880978676,URM_Modern,555731.0,2.34046848,1.0,NH,2,50902124515
126,116.757312919,-31.881418275,URM_Modern,311251.0,2.34046848,1.0,NH,2,50902124515
128,116.757509849,-31.88134434,URM_Modern,382851.0,2.34046848,1.0,NH,2,50902124515
409,116.769415813,-31.884905712,Timber_Modern,379291.0,2.02040816,1.0,NH,2,50902124516
411,116.769117655,-31.884312836,URM_Modern,295747.0,2.02040816,1.0,H,2,50902124516
413,116.768021913,-31.884350912,Timber_Modern,475869.0,2.02040816,1.0,NH,2,50902124516
414,116.767811414,-31.884383451,URM_Modern,368767.0,2.02040816,1.0,NH,2,50902124516
43,116.767024725,-31.884395878,URM_Modern,354065.0,1.73700346,1.0,NH,2,50902124507
35,116.766494496,-31.884924095,UA7_base,787102.0,1.73700346,1.0,NH,2,50902124507
44,116.766820733,-31.884362814,UA8_base,525667.0,1.73700346,1.0,NH,2,50902124507
49,116.764253938,-31.884286933,Timber_Modern,177865.0,1.73700346,1.0,NH,2,50902124507
47,116.763811672,-31.88430006,URM_Modern,515756.0,1.73700346,1.0,NH,2,50902124507
48,116.763423145,-31.884317279,UA1_base,298384.0,1.73700346,1.0,NH,2,50902124507
45,116.762993291,-31.884273835,UA1_base,608454.0,1.73700346,1.0,NH,2,50902124507
36,116.762984562,-31.884825708,URM_Modern,423126.0,1.73700346,1.0,NH,2,50902124507
37,116.762692177,-31.884718196,URM_Modern,474384.0,1.73700346,1.0,NH,2,50902124507
50,116.762248776,-31.884197324,UA1_base,338208.0,1.73700346,1.0,NH,2,50902124507
38,116.762402066,-31.884710489,URM_Modern,559657.0,1.73700346,1.0,NH,2,50902124507
51,116.761740192,-31.884211674,URM_Modern,438406.0,1.73700346,1.0,NH,2,50902124507
39,116.762035651,-31.884701613,URM_Modern,511187.0,1.73700346,1.0,NH,2,50902124507
52,116.761275543,-31.884173701,URM_Modern,431220.0,1.73700346,1.0,NH,2,50902124507
53,116.760886265,-31.884006611,UA1_full,338208.0,1.73700346,1.0,H,2,50902124507
40,116.761231968,-31.88472804,URM_Modern,318401.0,1.73700346,1.0,NH,2,50902124507
41,116.760829118,-31.884652692,URM_Modern,402872.0,1.73700346,1.0,NH,2,50902124507
42,116.760528259,-31.884754444,URM_Modern,485720.0,1.73700346,1.0,NH,2,50902124507
176,116.759569012,-31.88454265,URM_Modern,370112.0,1.73700346,1.0,NH,2,50902124507
175,116.75876996,-31.884550749,URM_Modern,541797.0,1.73700346,1.0,NH,2,50902124507
181,116.758327653,-31.88448432,URM_Modern,676875.0,1.73700346,1.0,NH,2,50902124507
180,116.757568781,-31.884429925,URM_Modern,597889.0,1.73700346,1.0,NH,2,50902124507
174,116.757180689,-31.884400689,URM_Modern,472552.0,1.73700346,1.0,NH,2,50902124507
177,116.756798973,-31.884599872,URM_Modern,680698.0,1.73700346,1.0,NH,2,50902124507
531,116.778565022,-31.865652254,Timber_Modern,554624.0,2.15106146,1.0,NH,2,50902124504
1423,116.765350477,-31.899141489,ISS_SS_S_Modern,235594.0,0.0,1.0,NH,2,50902124508
1388,116.764398482,-31.898044041,Timber_Modern,412650.0,1.58614336,1.0,NH,2,50902124508
1375,116.763800207,-31.896884001,ISS_SS_S_Modern,1868015.0,0.0,1.0,NH,2,50902124508
1363,116.76372,-31.89665,ISS_SS_S_Modern,1513848.0,0.0,1.0,NH,2,50902124508
1362,116.76353,-31.89633,ISS_SSPC_S_Modern,1513848.0,0.0,1.0,NH,2,50902124508
344,116.762508246,-31.885714093,URM_Modern,355826.0,1.73700346,1.0,NH,2,50902124507
31,116.76237036,-31.885256961,URM_Modern,422866.0,1.73700346,1.0,NH,2,50902124507
28,116.762034084,-31.885255678,URM_Modern,576164.0,1.73700346,1.0,NH,2,50902124507
352,116.762025498,-31.885741914,URM_Modern,358144.0,1.73700346,1.0,NH,2,50902124507
350,116.761674226,-31.885714345,URM_Modern,400787.0,1.73700346,1.0,NH,2,50902124507
34,116.761687041,-31.885249743,URM_Modern,456916.0,1.73700346,1.0,NH,2,50902124507
33,116.761376134,-31.885256524,URM_Modern,356481.0,1.73700346,1.0,NH,2,50902124507
32,116.761163491,-31.885273365,Timber_Modern,327448.0,1.73700346,1.0,NH,2,50902124507
349,116.761219004,-31.885706885,UA1_base,418047.0,1.73700346,1.0,NH,2,50902124507
347,116.760924577,-31.885800738,URM_Modern,528300.0,1.73700346,1.0,NH,2,50902124507
30,116.760664889,-31.88526671,URM_Modern,485770.0,1.73700346,1.0,NH,2,50902124507
345,116.760515518,-31.88576311,URM_Modern,461255.0,1.73700346,1.0,NH,2,50902124507
348,116.759931511,-31.885844754,URM_Modern,583815.0,1.73700346,1.0,NH,2,50902124507
173,116.759944967,-31.885256586,URM_Modern,371847.0,1.73700346,1.0,NH,2,50902124507
324,116.75954246,-31.8864702,URM_Modern,663775.0,1.74,1.0,NH,2,50902124507
343,116.759598767,-31.885907246,URM_Modern,559888.0,1.73700346,1.0,NH,2,50902124507
170,116.759574942,-31.885321816,URM_Modern,529978.0,1.73700346,1.0,NH,2,50902124507
172,116.759244675,-31.885334817,URM_Modern,423652.0,1.73700346,1.0,NH,2,50902124507
322,116.758902303,-31.88666063,UA7_base,554034.0,1.73700346,1.0,H,2,50902124507
171,116.758948854,-31.885369646,URM_Modern,574540.0,1.73700346,1.0,NH,2,50902124507
182,116.758493561,-31.885324627,URM_Modern,557713.0,1.73700346,1.0,NH,2,50902124507
184,116.758228994,-31.885352192,URM_Modern,475813.0,1.73700346,1.0,NH,2,50902124507
341,116.757583182,-31.885874162,URM_Modern,502631.0,1.73700346,1.0,NH,2,50902124507
183,116.757931711,-31.885360175,URM_Modern,472477.0,1.73700346,1.0,NH,2,50902124507
200,116.76237728,-31.89221299,URM_Modern,308296.0,1.58614336,1.0,NH,2,50902124508
205,116.76230569,-31.89209386,URM_Modern,663592.0,1.59,1.0,NH,2,50902124508
214,116.762126989,-31.891841269,URM_Modern,582996.0,1.58614336,1.0,NH,2,50902124508
211,116.761580917,-31.891820222,URM_Modern,521872.0,1.58614336,1.0,NH,2,50902124508
218,116.76139791,-31.891606419,Timber_Modern,361145.0,1.58614336,1.0,NH,2,50902124508
229,116.761252667,-31.891303277,UA1_base,363894.0,1.58614336,1.0,H,2,50902124508
260,116.761077341,-31.890056436,URM_Modern,511150.0,1.58614336,1.0,NH,2,50902124508
240,116.760971138,-31.890832457,UA1_base,465922.0,1.58614336,1.0,NH,2,50902124508
264,116.760708788,-31.889527436,Timber_Modern,559888.0,1.58614336,1.0,NH,2,50902124508
249,116.760756508,-31.89049916,Timber_Modern,387441.0,1.58614336,1.0,NH,2,50902124508
253,116.760635495,-31.890307507,Timber_Modern,323077.0,1.58614336,1.0,NH,2,50902124508
257,116.760532297,-31.890101234,UA7_base,281252.0,1.58614336,1.0,NH,2,50902124508
259,116.76046319,-31.889924405,Timber_Modern,282319.0,1.58614336,1.0,NH,2,50902124508
262,116.760330896,-31.88973572,Timber_Modern,459037.0,1.58614336,1.0,NH,2,50902124508
243,116.764899168,-31.890827165,UA1_base,308296.0,1.58614336,1.0,NH,2,50902124508
201,116.764335206,-31.890642964,13_LBM_C_Modern,707310.0,0.0,1.0,NH,2,50902124508
