site_id,lon,lat,sid,gmv_PGA,eid
37,1.167200E+02,-3.188655E+01,37,6.989969E-02,12884901888
38,1.167200E+02,-3.188835E+01,38,6.962120E-02,12884901888
39,1.167200E+02,-3.189015E+01,39,6.933510E-02,12884901888
40,1.167200E+02,-3.189195E+01,40,6.904165E-02,12884901888
41,1.167200E+02,-3.189374E+01,41,7.252323E-02,12884901888
42,1.167200E+02,-3.189554E+01,42,7.219806E-02,12884901888
43,1.167200E+02,-3.189734E+01,43,7.186595E-02,12884901888
44,1.167200E+02,-3.189914E+01,44,7.152715E-02,12884901888
45,1.167200E+02,-3.190094E+01,45,7.118196E-02,12884901888
46,1.167200E+02,-3.190274E+01,46,7.083065E-02,12884901888
47,1.167200E+02,-3.190454E+01,47,7.047350E-02,12884901888
48,1.167200E+02,-3.190633E+01,48,7.011279E-02,12884901888
49,1.167200E+02,-3.190813E+01,49,6.974479E-02,12884901888
50,1.167200E+02,-3.190993E+01,50,6.576351E-02,12884901888
51,1.167200E+02,-3.191173E+01,51,6.540634E-02,12884901888
52,1.167200E+02,-3.191353E+01,52,6.504492E-02,12884901888
53,1.167200E+02,-3.191533E+01,53,6.467949E-02,12884901888
54,1.167200E+02,-3.191713E+01,54,6.431029E-02,12884901888
55,1.167200E+02,-3.191893E+01,55,6.393759E-02,12884901888
56,1.167200E+02,-3.192072E+01,56,6.356371E-02,12884901888
57,1.167200E+02,-3.192252E+01,57,6.318471E-02,12884901888
58,1.167200E+02,-3.192432E+01,58,6.280288E-02,12884901888
59,1.167200E+02,-3.192612E+01,59,6.241846E-02,12884901888
60,1.167200E+02,-3.192792E+01,60,6.203168E-02,12884901888
61,1.167200E+02,-3.192972E+01,61,6.164275E-02,12884901888
62,1.167200E+02,-3.193152E+01,62,6.125187E-02,12884901888
63,1.167221E+02,-3.182000E+01,63,7.530907E-02,12884901888
64,1.167221E+02,-3.182180E+01,64,7.527087E-02,12884901888
65,1.167221E+02,-3.182360E+01,65,7.523269E-02,12884901888
66,1.167221E+02,-3.182540E+01,66,7.519455E-02,12884901888
67,1.167221E+02,-3.182719E+01,67,7.515665E-02,12884901888
68,1.167221E+02,-3.182899E+01,68,7.511861E-02,12884901888
69,1.167221E+02,-3.183079E+01,69,7.508056E-02,12884901888
70,1.167221E+02,-3.183259E+01,70,7.504257E-02,12884901888
71,1.167221E+02,-3.183439E+01,71,7.500461E-02,12884901888
72,1.167221E+02,-3.183619E+01,72,7.496668E-02,12884901888
73,1.167221E+02,-3.183799E+01,73,7.493404E-02,12884901888
74,1.167221E+02,-3.183979E+01,74,7.489619E-02,12884901888
75,1.167221E+02,-3.184158E+01,75,7.485856E-02,12884901888
76,1.167221E+02,-3.184338E+01,76,7.482077E-02,12884901888
77,1.167221E+02,-3.184518E+01,77,7.478517E-02,12884901888
78,1.167221E+02,-3.184698E+01,78,7.473790E-02,12884901888
79,1.167221E+02,-3.184878E+01,79,7.467853E-02,12884901888
80,1.167221E+02,-3.185058E+01,80,7.460709E-02,12884901888
81,1.167221E+02,-3.185238E+01,81,7.452368E-02,12884901888
82,1.167221E+02,-3.185417E+01,82,7.442900E-02,12884901888
83,1.167221E+02,-3.185597E+01,83,7.432202E-02,12884901888
84,1.167221E+02,-3.185777E+01,84,7.420343E-02,12884901888
85,1.167221E+02,-3.185957E+01,85,7.407331E-02,12884901888
86,1.167221E+02,-3.186137E+01,86,7.393182E-02,12884901888
87,1.167221E+02,-3.186317E+01,87,7.377915E-02,12884901888
88,1.167221E+02,-3.186497E+01,88,7.361542E-02,12884901888
89,1.167221E+02,-3.186676E+01,89,7.344185E-02,12884901888
90,1.167221E+02,-3.186856E+01,90,7.325666E-02,12884901888
91,1.167221E+02,-3.187036E+01,91,7.306102E-02,12884901888
92,1.167221E+02,-3.187216E+01,92,7.285509E-02,12884901888
93,1.167221E+02,-3.187396E+01,93,7.263912E-02,12884901888
94,1.167221E+02,-3.187576E+01,94,7.241334E-02,12884901888
95,1.167221E+02,-3.187756E+01,95,7.217795E-02,12884901888
96,1.167221E+02,-3.187936E+01,96,7.193322E-02,12884901888
97,1.167221E+02,-3.188115E+01,97,7.168082E-02,12884901888
98,1.167221E+02,-3.188295E+01,98,7.141819E-02,12884901888
99,1.167221E+02,-3.188475E+01,99,7.114692E-02,12884901888
100,1.167221E+02,-3.188655E+01,100,7.086734E-02,12884901888
101,1.167221E+02,-3.188835E+01,101,7.057967E-02,12884901888
102,1.167221E+02,-3.189015E+01,102,7.028419E-02,12884901888
103,1.167221E+02,-3.189195E+01,103,6.998115E-02,12884901888
104,1.167221E+02,-3.189374E+01,104,6.967259E-02,12884901888
105,1.167221E+02,-3.189554E+01,105,6.935534E-02,12884901888
106,1.167221E+02,-3.189734E+01,106,6.903134E-02,12884901888
107,1.167221E+02,-3.189914E+01,107,6.870088E-02,12884901888
108,1.167221E+02,-3.190094E+01,108,6.836428E-02,12884901888
109,1.167221E+02,-3.190274E+01,109,6.802174E-02,12884901888
110,1.167221E+02,-3.190454E+01,110,6.767359E-02,12884901888
111,1.167221E+02,-3.190633E+01,111,6.732206E-02,12884901888
112,1.167221E+02,-3.190813E+01,112,6.696348E-02,12884901888
113,1.167221E+02,-3.190993E+01,113,6.660006E-02,12884901888
114,1.167221E+02,-3.191173E+01,114,6.623211E-02,12884901888
115,1.167221E+02,-3.191353E+01,115,6.585985E-02,12884901888
116,1.167221E+02,-3.191533E+01,116,6.548356E-02,12884901888
117,1.167221E+02,-3.191713E+01,117,6.510350E-02,12884901888
118,1.167221E+02,-3.191893E+01,118,6.471990E-02,12884901888
119,1.167221E+02,-3.192072E+01,119,6.433516E-02,12884901888
120,1.167221E+02,-3.192252E+01,120,6.394525E-02,12884901888
121,1.167221E+02,-3.192432E+01,121,6.355255E-02,12884901888
122,1.167221E+02,-3.192612E+01,122,6.315727E-02,12884901888
123,1.167221E+02,-3.192792E+01,123,6.275966E-02,12884901888
124,1.167221E+02,-3.192972E+01,124,6.235992E-02,12884901888
125,1.167221E+02,-3.193152E+01,125,6.195828E-02,12884901888
126,1.167242E+02,-3.182000E+01,126,7.644743E-02,12884901888
127,1.167242E+02,-3.182180E+01,127,7.640826E-02,12884901888
128,1.167242E+02,-3.182360E+01,128,7.636914E-02,12884901888
129,1.167242E+02,-3.182540E+01,129,7.633004E-02,12884901888
130,1.167242E+02,-3.182719E+01,130,7.629118E-02,12884901888
131,1.167242E+02,-3.182899E+01,131,7.625215E-02,12884901888
132,1.167242E+02,-3.183079E+01,132,7.621316E-02,12884901888
133,1.167242E+02,-3.183259E+01,133,7.617420E-02,12884901888
134,1.167242E+02,-3.183439E+01,134,7.613529E-02,12884901888
135,1.167242E+02,-3.183619E+01,135,7.609640E-02,12884901888
136,1.167242E+02,-3.183799E+01,136,7.605755E-02,12884901888
137,1.167242E+02,-3.183979E+01,137,7.601873E-02,12884901888
138,1.167242E+02,-3.184158E+01,138,7.598018E-02,12884901888
139,1.167242E+02,-3.184338E+01,139,7.594145E-02,12884901888
140,1.167242E+02,-3.184518E+01,140,7.590481E-02,12884901888
141,1.167242E+02,-3.184698E+01,141,7.585583E-02,12884901888
142,1.167242E+02,-3.184878E+01,142,7.579430E-02,12884901888
143,1.167242E+02,-3.185058E+01,143,7.572028E-02,12884901888
144,1.167242E+02,-3.185238E+01,144,7.563390E-02,12884901888
145,1.167242E+02,-3.185417E+01,145,7.553579E-02,12884901888
146,1.167242E+02,-3.185597E+01,146,7.542500E-02,12884901888
147,1.167242E+02,-3.185777E+01,147,7.530218E-02,12884901888
148,1.167242E+02,-3.185957E+01,148,7.516745E-02,12884901888
149,1.167242E+02,-3.186137E+01,149,7.502095E-02,12884901888
150,1.167242E+02,-3.186317E+01,150,7.486288E-02,12884901888
151,1.167242E+02,-3.186497E+01,151,7.469341E-02,12884901888
152,1.167242E+02,-3.186676E+01,152,7.451372E-02,12884901888
153,1.167242E+02,-3.186856E+01,153,7.432208E-02,12884901888
154,1.167242E+02,-3.187036E+01,154,7.411961E-02,12884901888
155,1.167242E+02,-3.187216E+01,155,7.390656E-02,12884901888
156,1.167242E+02,-3.187396E+01,156,7.368314E-02,12884901888
157,1.167242E+02,-3.187576E+01,157,7.344960E-02,12884901888
158,1.167242E+02,-3.187756E+01,158,7.320617E-02,12884901888
159,1.167242E+02,-3.187936E+01,159,7.295800E-02,12884901888
160,1.167242E+02,-3.188115E+01,160,7.269702E-02,12884901888
161,1.167242E+02,-3.188295E+01,161,7.242548E-02,12884901888
162,1.167242E+02,-3.188475E+01,162,7.214509E-02,12884901888
163,1.167242E+02,-3.188655E+01,163,7.185615E-02,12884901888
164,1.167242E+02,-3.188835E+01,164,7.155890E-02,12884901888
165,1.167242E+02,-3.189015E+01,165,7.125366E-02,12884901888
166,1.167242E+02,-3.189195E+01,166,7.094065E-02,12884901888
167,1.167242E+02,-3.189374E+01,167,7.062201E-02,12884901888
168,1.167242E+02,-3.189554E+01,168,7.029444E-02,12884901888
169,1.167242E+02,-3.189734E+01,169,6.996001E-02,12884901888
170,1.167242E+02,-3.189914E+01,170,6.961898E-02,12884901888
171,1.167242E+02,-3.190094E+01,171,6.927167E-02,12884901888
172,1.167242E+02,-3.190274E+01,172,6.891833E-02,12884901888
173,1.167242E+02,-3.190454E+01,173,6.855926E-02,12884901888
174,1.167242E+02,-3.190633E+01,174,6.819678E-02,12884901888
175,1.167242E+02,-3.190813E+01,175,6.782712E-02,12884901888
176,1.167242E+02,-3.190993E+01,176,6.745260E-02,12884901888
177,1.167242E+02,-3.191173E+01,177,6.707346E-02,12884901888
178,1.167242E+02,-3.191353E+01,178,6.668997E-02,12884901888
179,1.167242E+02,-3.191533E+01,179,6.630241E-02,12884901888
180,1.167242E+02,-3.191713E+01,180,6.591108E-02,12884901888
181,1.167242E+02,-3.191893E+01,181,6.551620E-02,12884901888
182,1.167242E+02,-3.192072E+01,182,6.512023E-02,12884901888
183,1.167242E+02,-3.192252E+01,183,6.471906E-02,12884901888
184,1.167242E+02,-3.192432E+01,184,6.431510E-02,12884901888
185,1.167242E+02,-3.192612E+01,185,6.390857E-02,12884901888
186,1.167242E+02,-3.192792E+01,186,6.349976E-02,12884901888
187,1.167242E+02,-3.192972E+01,187,6.308887E-02,12884901888
188,1.167242E+02,-3.193152E+01,188,6.267613E-02,12884901888
189,1.167263E+02,-3.182000E+01,189,7.761407E-02,12884901888
190,1.167263E+02,-3.182180E+01,190,7.757391E-02,12884901888
191,1.167263E+02,-3.182360E+01,191,7.753378E-02,12884901888
192,1.167263E+02,-3.182540E+01,192,7.749366E-02,12884901888
193,1.167263E+02,-3.182719E+01,193,7.745382E-02,12884901888
194,1.167263E+02,-3.182899E+01,194,7.741381E-02,12884901888
195,1.167263E+02,-3.183079E+01,195,7.737382E-02,12884901888
196,1.167263E+02,-3.183259E+01,196,7.733387E-02,12884901888
197,1.167263E+02,-3.183439E+01,197,7.729397E-02,12884901888
198,1.167263E+02,-3.183619E+01,198,7.725410E-02,12884901888
199,1.167263E+02,-3.183799E+01,199,7.721426E-02,12884901888
200,1.167263E+02,-3.183979E+01,200,7.717446E-02,12884901888
201,1.167263E+02,-3.184158E+01,201,7.713492E-02,12884901888
202,1.167263E+02,-3.184338E+01,202,7.709520E-02,12884901888
203,1.167263E+02,-3.184518E+01,203,7.705746E-02,12884901888
204,1.167263E+02,-3.184698E+01,204,7.700669E-02,12884901888
205,1.167263E+02,-3.184878E+01,205,7.694290E-02,12884901888
206,1.167263E+02,-3.185058E+01,206,7.686620E-02,12884901888
207,1.167263E+02,-3.185238E+01,207,7.677665E-02,12884901888
208,1.167263E+02,-3.185417E+01,208,7.667498E-02,12884901888
209,1.167263E+02,-3.185597E+01,209,7.656017E-02,12884901888
210,1.167263E+02,-3.185777E+01,210,7.643289E-02,12884901888
211,1.167263E+02,-3.185957E+01,211,7.629330E-02,12884901888
212,1.167263E+02,-3.186137E+01,212,7.614155E-02,12884901888
213,1.167263E+02,-3.186317E+01,213,7.597781E-02,12884901888
214,1.167263E+02,-3.186497E+01,214,7.580228E-02,12884901888
215,1.167263E+02,-3.186676E+01,215,7.561624E-02,12884901888
216,1.167263E+02,-3.186856E+01,216,7.541778E-02,12884901888
217,1.167263E+02,-3.187036E+01,217,7.520817E-02,12884901888
218,1.167263E+02,-3.187216E+01,218,7.498763E-02,12884901888
219,1.167263E+02,-3.187396E+01,219,7.475639E-02,12884901888
220,1.167263E+02,-3.187576E+01,220,7.451471E-02,12884901888
221,1.167263E+02,-3.187756E+01,221,7.426285E-02,12884901888
222,1.167263E+02,-3.187936E+01,222,7.400106E-02,12884901888
223,1.167263E+02,-3.188115E+01,223,7.373115E-02,12884901888
224,1.167263E+02,-3.188295E+01,224,7.345039E-02,12884901888
225,1.167263E+02,-3.188475E+01,225,7.316054E-02,12884901888
226,1.167263E+02,-3.188655E+01,226,7.286189E-02,12884901888
227,1.167263E+02,-3.188835E+01,227,7.255472E-02,12884901888
228,1.167263E+02,-3.189015E+01,228,7.223933E-02,12884901888
229,1.167263E+02,-3.189195E+01,229,7.191602E-02,12884901888
230,1.167263E+02,-3.189374E+01,230,7.158694E-02,12884901888
231,1.167263E+02,-3.189554E+01,231,7.124870E-02,12884901888
232,1.167263E+02,-3.189734E+01,232,7.090345E-02,12884901888
233,1.167264E+02,-3.189914E+01,233,7.055596E-02,12884901888
234,1.167264E+02,-3.190094E+01,234,7.019750E-02,12884901888
235,1.167264E+02,-3.190274E+01,235,6.983292E-02,12884901888
236,1.167264E+02,-3.190454E+01,236,6.946251E-02,12884901888
237,1.167264E+02,-3.190633E+01,237,6.908868E-02,12884901888
238,1.167264E+02,-3.190813E+01,238,6.870754E-02,12884901888
239,1.167264E+02,-3.190993E+01,239,6.832145E-02,12884901888
240,1.167264E+02,-3.191173E+01,240,6.793071E-02,12884901888
241,1.167264E+02,-3.191353E+01,241,6.753558E-02,12884901888
242,1.167264E+02,-3.191533E+01,242,6.713637E-02,12884901888
243,1.167264E+02,-3.191713E+01,243,6.673335E-02,12884901888
244,1.167264E+02,-3.191893E+01,244,6.632676E-02,12884901888
245,1.167264E+02,-3.192072E+01,245,6.591920E-02,12884901888
246,1.167264E+02,-3.192252E+01,246,6.550634E-02,12884901888
247,1.167264E+02,-3.192432E+01,247,6.509073E-02,12884901888
248,1.167264E+02,-3.192612E+01,248,6.467260E-02,12884901888
249,1.167264E+02,-3.192792E+01,249,6.425222E-02,12884901888
250,1.167264E+02,-3.192972E+01,250,6.382980E-02,12884901888
251,1.167264E+02,-3.193152E+01,251,6.340558E-02,12884901888
252,1.167285E+02,-3.182000E+01,252,7.880425E-02,12884901888
253,1.167285E+02,-3.182180E+01,253,7.876303E-02,12884901888
254,1.167285E+02,-3.182360E+01,254,7.872189E-02,12884901888
255,1.167285E+02,-3.182540E+01,255,7.868645E-02,12884901888
256,1.167285E+02,-3.182719E+01,256,7.864560E-02,12884901888
257,1.167285E+02,-3.182899E+01,257,7.860453E-02,12884901888
258,1.167285E+02,-3.183079E+01,258,7.856353E-02,12884901888
259,1.167285E+02,-3.183259E+01,259,7.852256E-02,12884901888
260,1.167285E+02,-3.183439E+01,260,7.848161E-02,12884901888
261,1.167285E+02,-3.183619E+01,261,7.844071E-02,12884901888
262,1.167285E+02,-3.183799E+01,262,7.839986E-02,12884901888
263,1.167285E+02,-3.183979E+01,263,7.835903E-02,12884901888
264,1.167285E+02,-3.184158E+01,264,7.831848E-02,12884901888
265,1.167285E+02,-3.184338E+01,265,7.827773E-02,12884901888
266,1.167285E+02,-3.184518E+01,266,7.823886E-02,12884901888
267,1.167285E+02,-3.184698E+01,267,7.818619E-02,12884901888
268,1.167285E+02,-3.184878E+01,268,7.812004E-02,12884901888
269,1.167285E+02,-3.185058E+01,269,7.804050E-02,12884901888
270,1.167285E+02,-3.185238E+01,270,7.794766E-02,12884901888
271,1.167285E+02,-3.185417E+01,271,7.784226E-02,12884901888
272,1.167285E+02,-3.185597E+01,272,7.772325E-02,12884901888
273,1.167285E+02,-3.185777E+01,273,7.759133E-02,12884901888
274,1.167285E+02,-3.185957E+01,274,7.744666E-02,12884901888
275,1.167285E+02,-3.186137E+01,275,7.728939E-02,12884901888
276,1.167285E+02,-3.186317E+01,276,7.711973E-02,12884901888
277,1.167285E+02,-3.186497E+01,277,7.693787E-02,12884901888
278,1.167285E+02,-3.186676E+01,278,7.674514E-02,12884901888
279,1.167285E+02,-3.186856E+01,279,7.653959E-02,12884901888
280,1.167285E+02,-3.187036E+01,280,7.632252E-02,12884901888
281,1.167285E+02,-3.187216E+01,281,7.609415E-02,12884901888
282,1.167285E+02,-3.187396E+01,282,7.585475E-02,12884901888
283,1.167285E+02,-3.187576E+01,283,7.560457E-02,12884901888
284,1.167285E+02,-3.187756E+01,284,7.534389E-02,12884901888
285,1.167285E+02,-3.187936E+01,285,7.507301E-02,12884901888
286,1.167285E+02,-3.188115E+01,286,7.479374E-02,12884901888
287,1.167285E+02,-3.188295E+01,287,7.450333E-02,12884901888
288,1.167285E+02,-3.188475E+01,288,7.420355E-02,12884901888
289,1.167285E+02,-3.188655E+01,289,7.389473E-02,12884901888
290,1.167285E+02,-3.188835E+01,290,7.357718E-02,12884901888
291,1.167285E+02,-3.189015E+01,291,7.325118E-02,12884901888
292,1.167285E+02,-3.189195E+01,292,7.291706E-02,12884901888
293,1.167285E+02,-3.189374E+01,293,7.257705E-02,12884901888
294,1.167285E+02,-3.189554E+01,294,7.222768E-02,12884901888
295,1.167285E+02,-3.189734E+01,295,7.187113E-02,12884901888
296,1.167285E+02,-3.189914E+01,296,7.150772E-02,12884901888
297,1.167285E+02,-3.190094E+01,297,7.113774E-02,12884901888
298,1.167285E+02,-3.190274E+01,298,7.076154E-02,12884901888
299,1.167285E+02,-3.190454E+01,299,7.037942E-02,12884901888
300,1.167285E+02,-3.190633E+01,300,6.999385E-02,12884901888
301,1.167285E+02,-3.190813E+01,301,6.960082E-02,12884901888
302,1.167285E+02,-3.190993E+01,302,6.920282E-02,12884901888
303,1.167285E+02,-3.191173E+01,303,6.880425E-02,12884901888
304,1.167285E+02,-3.191353E+01,304,6.839705E-02,12884901888
305,1.167285E+02,-3.191533E+01,305,6.798575E-02,12884901888
306,1.167285E+02,-3.191713E+01,306,6.757061E-02,12884901888
307,1.167285E+02,-3.191893E+01,307,6.715194E-02,12884901888
308,1.167285E+02,-3.192072E+01,308,6.673234E-02,12884901888
309,1.167285E+02,-3.192252E+01,309,6.630740E-02,12884901888
310,1.167285E+02,-3.192432E+01,310,6.587975E-02,12884901888
311,1.167285E+02,-3.192612E+01,311,6.544960E-02,12884901888
312,1.167285E+02,-3.192792E+01,312,6.501724E-02,12884901888
313,1.167285E+02,-3.192972E+01,313,6.458292E-02,12884901888
314,1.167285E+02,-3.193152E+01,314,6.414686E-02,12884901888
315,1.167306E+02,-3.182000E+01,315,8.003025E-02,12884901888
316,1.167306E+02,-3.182180E+01,316,7.998797E-02,12884901888
317,1.167306E+02,-3.182360E+01,317,7.994575E-02,12884901888
318,1.167306E+02,-3.182540E+01,318,7.990355E-02,12884901888
319,1.167306E+02,-3.182719E+01,319,7.986163E-02,12884901888
320,1.167306E+02,-3.182899E+01,320,7.981951E-02,12884901888
321,1.167306E+02,-3.183079E+01,321,7.977744E-02,12884901888
322,1.167306E+02,-3.183259E+01,322,7.973542E-02,12884901888
323,1.167306E+02,-3.183439E+01,323,7.969342E-02,12884901888
324,1.167306E+02,-3.183619E+01,324,7.965147E-02,12884901888
325,1.167306E+02,-3.183799E+01,325,7.960955E-02,12884901888
326,1.167306E+02,-3.183979E+01,326,7.956768E-02,12884901888
327,1.167306E+02,-3.184158E+01,327,7.952608E-02,12884901888
328,1.167306E+02,-3.184338E+01,328,7.948428E-02,12884901888
329,1.167306E+02,-3.184518E+01,329,7.944419E-02,12884901888
330,1.167306E+02,-3.184698E+01,330,7.939533E-02,12884901888
331,1.167306E+02,-3.184878E+01,331,7.932672E-02,12884901888
332,1.167306E+02,-3.185058E+01,332,7.924420E-02,12884901888
333,1.167306E+02,-3.185238E+01,333,7.914792E-02,12884901888
334,1.167306E+02,-3.185417E+01,334,7.903860E-02,12884901888
335,1.167306E+02,-3.185597E+01,335,7.891519E-02,12884901888
336,1.167306E+02,-3.185777E+01,336,7.877839E-02,12884901888
337,1.167306E+02,-3.185957E+01,337,7.862842E-02,12884901888
338,1.167306E+02,-3.186137E+01,338,7.846539E-02,12884901888
339,1.167306E+02,-3.186317E+01,339,7.828954E-02,12884901888
340,1.167306E+02,-3.186497E+01,340,7.810105E-02,12884901888
341,1.167306E+02,-3.186676E+01,341,7.790133E-02,12884901888
342,1.167306E+02,-3.186856E+01,342,7.768835E-02,12884901888
343,1.167306E+02,-3.187036E+01,343,7.746347E-02,12884901888
344,1.167306E+02,-3.187216E+01,344,7.722692E-02,12884901888
345,1.167306E+02,-3.187396E+01,345,7.697899E-02,12884901888
346,1.167306E+02,-3.187576E+01,346,7.671994E-02,12884901888
347,1.167306E+02,-3.187756E+01,347,7.645007E-02,12884901888
348,1.167306E+02,-3.187936E+01,348,7.616967E-02,12884901888
349,1.167306E+02,-3.188115E+01,349,7.588066E-02,12884901888
350,1.167306E+02,-3.188295E+01,350,7.558016E-02,12884901888
351,1.167306E+02,-3.188475E+01,351,7.527002E-02,12884901888
352,1.167306E+02,-3.188655E+01,352,7.495060E-02,12884901888
353,1.167306E+02,-3.188835E+01,353,7.462222E-02,12884901888
354,1.167306E+02,-3.189015E+01,354,7.428517E-02,12884901888
355,1.167306E+02,-3.189195E+01,355,7.393978E-02,12884901888
356,1.167306E+02,-3.189374E+01,356,7.358841E-02,12884901888
357,1.167306E+02,-3.189554E+01,357,7.322744E-02,12884901888
358,1.167306E+02,-3.189734E+01,358,7.285910E-02,12884901888
359,1.167306E+02,-3.189914E+01,359,7.248379E-02,12884901888
360,1.167306E+02,-3.190094E+01,360,7.210180E-02,12884901888
361,1.167306E+02,-3.190274E+01,361,7.171346E-02,12884901888
362,1.167306E+02,-3.190454E+01,362,7.131908E-02,12884901888
363,1.167306E+02,-3.190633E+01,363,7.092127E-02,12884901888
364,1.167306E+02,-3.190813E+01,364,7.051587E-02,12884901888
365,1.167306E+02,-3.190993E+01,365,7.010540E-02,12884901888
366,1.167306E+02,-3.191173E+01,366,6.969020E-02,12884901888
367,1.167306E+02,-3.191353E+01,367,6.927054E-02,12884901888
368,1.167306E+02,-3.191533E+01,368,6.884677E-02,12884901888
369,1.167306E+02,-3.191713E+01,369,6.841914E-02,12884901888
370,1.167306E+02,-3.191893E+01,370,6.798798E-02,12884901888
371,1.167306E+02,-3.192072E+01,371,6.755992E-02,12884901888
372,1.167306E+02,-3.192252E+01,372,6.712249E-02,12884901888
373,1.167306E+02,-3.192432E+01,373,6.668236E-02,12884901888
374,1.167306E+02,-3.192612E+01,374,6.623980E-02,12884901888
375,1.167306E+02,-3.192792E+01,375,6.579506E-02,12884901888
376,1.167306E+02,-3.192972E+01,376,6.534844E-02,12884901888
377,1.167306E+02,-3.193152E+01,377,6.490012E-02,12884901888
378,1.167327E+02,-3.182000E+01,378,8.128758E-02,12884901888
379,1.167327E+02,-3.182180E+01,379,8.124419E-02,12884901888
380,1.167327E+02,-3.182360E+01,380,8.120086E-02,12884901888
381,1.167327E+02,-3.182540E+01,381,8.115756E-02,12884901888
382,1.167327E+02,-3.182719E+01,382,8.111454E-02,12884901888
383,1.167327E+02,-3.182899E+01,383,8.107131E-02,12884901888
384,1.167327E+02,-3.183079E+01,384,8.102814E-02,12884901888
385,1.167327E+02,-3.183259E+01,385,8.098501E-02,12884901888
386,1.167327E+02,-3.183439E+01,386,8.094192E-02,12884901888
387,1.167327E+02,-3.183619E+01,387,8.089887E-02,12884901888
388,1.167327E+02,-3.183799E+01,388,8.085587E-02,12884901888
389,1.167327E+02,-3.183979E+01,389,8.081290E-02,12884901888
390,1.167327E+02,-3.184158E+01,390,8.077022E-02,12884901888
391,1.167327E+02,-3.184338E+01,391,8.072732E-02,12884901888
392,1.167327E+02,-3.184518E+01,392,8.068594E-02,12884901888
393,1.167327E+02,-3.184698E+01,393,8.062923E-02,12884901888
394,1.167327E+02,-3.184878E+01,394,8.055802E-02,12884901888
395,1.167327E+02,-3.185058E+01,395,8.047243E-02,12884901888
396,1.167327E+02,-3.185238E+01,396,8.037253E-02,12884901888
397,1.167327E+02,-3.185417E+01,397,8.025916E-02,12884901888
398,1.167327E+02,-3.185597E+01,398,8.013116E-02,12884901888
399,1.167327E+02,-3.185777E+01,399,7.998930E-02,12884901888
400,1.167327E+02,-3.185957E+01,400,7.983377E-02,12884901888
401,1.167327E+02,-3.186137E+01,401,7.966473E-02,12884901888
402,1.167327E+02,-3.186317E+01,402,7.948815E-02,12884901888
403,1.167327E+02,-3.186497E+01,403,7.929274E-02,12884901888
404,1.167327E+02,-3.186676E+01,404,7.908571E-02,12884901888
405,1.167327E+02,-3.186856E+01,405,7.886498E-02,12884901888
406,1.167327E+02,-3.187036E+01,406,7.863194E-02,12884901888
407,1.167327E+02,-3.187216E+01,407,7.838684E-02,12884901888
408,1.167327E+02,-3.187396E+01,408,7.812997E-02,12884901888
409,1.167327E+02,-3.187576E+01,409,7.786165E-02,12884901888
