site_id,lon,lat,vs30
0,116.71994,-31.85000,7.600000E+02
1,116.71997,-31.89497,7.600000E+02
2,116.71999,-31.93993,7.600000E+02
3,116.72002,-31.98490,7.600000E+02
4,116.77288,-31.85000,7.600000E+02
5,116.77293,-31.89497,7.600000E+02
6,116.77298,-31.93993,7.600000E+02
7,116.77303,-31.98490,7.600000E+02
8,116.82582,-31.85000,7.600000E+02
9,116.82589,-31.89497,7.600000E+02
10,116.82597,-31.93993,7.600000E+02
11,116.82605,-31.98490,7.600000E+02
