,0.00,0.01,0.06,0.11,0.16,0.21,0.26,0.31,0.36,0.41,0.46,0.51,0.56,0.61,0.66,0.71,0.76,0.81,0.86,0.91,0.96,1.01,1.06,1.11,1.16,1.21,1.26,1.31,1.36
HAZUS,0.0,1.7250000000000003e-05,0.00045434999999999996,0.0008210000000000001,0.0027914999999999997,0.00734005,0.0148536,0.024509649999999997,0.0361998,0.04703545,0.059817999999999996,0.0709854,0.08009675,0.08888865,0.09613395000000001,0.10324525000000001,0.10858310000000002,0.11322025,0.1175869,0.11930425,0.12228109999999999,0.1242256,0.1260653,0.12776475,0.1281675,0.12937325000000002,0.12971555,0.13059555,0.1310415
