,0.00,0.01,0.06,0.11,0.16,0.21,0.26,0.31,0.36,0.41,0.46,0.51,0.56,0.61,0.66,0.71,0.76,0.81,0.86,0.91,0.96,1.01,1.06,1.11,1.16,1.21,1.26,1.31,1.36
HAZUS,0.0,0.0,0.0,0.0,6e-09,0.0,4.6799999999999996e-07,3.1e-06,1.35998e-05,2.79844e-05,8.124920000000001e-05,0.00017927059999999997,0.0003521814,0.0005861426,0.0008902532,0.0012818094000000002,0.0017792066,0.0023651132,0.0030937768,0.0037546966000000003,0.004615818400000001,0.0056077638,0.006420864200000001,0.007285207400000001,0.0081104452,0.00892916,0.009583746600000002,0.0103467774,0.0110677548
