,0.00,0.01,0.06,0.11,0.16,0.21,0.26,0.31,0.36,0.41,0.46,0.51,0.56,0.61,0.66,0.71,0.76,0.81,0.86,0.91,0.96,1.01,1.06,1.11,1.16,1.21,1.26,1.31,1.36
HAZUS,0.0,0.0,5.6000000000000005e-08,2.0593e-06,9.046499999999999e-06,4.372010000000001e-05,0.00014093300000000001,0.000384851,0.0008118843,0.0014675509,0.0022088296,0.0031178876,0.003993176,0.0050890682000000005,0.005967043200000001,0.0071275222999999995,0.0079400404,0.008732773600000002,0.0096103096,0.010325723500000002,0.0108763917,0.011410263600000001,0.0119230623,0.012313278700000001,0.012659665399999999,0.013104303600000002,0.0133463056,0.0136019143,0.013831777900000002
