eid,sid,gmv_PGA
0,0,7.420321E-02
0,1,7.416593E-02
0,2,7.412869E-02
0,3,7.409147E-02
0,4,7.405451E-02
0,5,7.401736E-02
0,6,7.398025E-02
0,7,7.394319E-02
0,8,7.390615E-02
0,9,7.386913E-02
0,10,7.383216E-02
0,11,7.379523E-02
0,12,7.375851E-02
0,13,8.180335E-02
0,14,8.176508E-02
0,15,8.171477E-02
0,16,8.165156E-02
0,17,7.351513E-02
0,18,7.343460E-02
0,19,7.334317E-02
0,20,7.323987E-02
0,21,7.312534E-02
0,22,7.299967E-02
0,23,7.286300E-02
0,24,7.271551E-02
0,25,7.255733E-02
0,26,7.238960E-02
0,27,7.221065E-02
0,28,7.202154E-02
0,29,7.182250E-02
0,30,7.161372E-02
0,31,7.139539E-02
0,32,7.116776E-02
0,33,7.093107E-02
0,34,7.068690E-02
0,35,7.043279E-02
0,36,7.017030E-02
0,37,6.989969E-02
0,38,6.962120E-02
0,39,6.933510E-02
0,40,6.904165E-02
0,41,7.252323E-02
0,42,7.219806E-02
0,43,7.186595E-02
0,44,7.152715E-02
0,45,7.118196E-02
0,46,7.083065E-02
0,47,7.047350E-02
0,48,7.011279E-02
0,49,6.974479E-02
0,50,6.576351E-02
0,51,6.540634E-02
0,52,6.504492E-02
0,53,6.467949E-02
0,54,6.431029E-02
0,55,6.393759E-02
0,56,6.356371E-02
0,57,6.318471E-02
0,58,6.280288E-02
0,59,6.241846E-02
0,60,6.203168E-02
0,61,6.164275E-02
0,62,6.125187E-02
0,63,7.530907E-02
0,64,7.527087E-02
0,65,7.523269E-02
0,66,7.519455E-02
0,67,7.515665E-02
0,68,7.511861E-02
0,69,7.508056E-02
0,70,7.504257E-02
0,71,7.500461E-02
0,72,7.496668E-02
0,73,7.493404E-02
0,74,7.489619E-02
0,75,7.485856E-02
0,76,7.482077E-02
0,77,7.478517E-02
0,78,7.473790E-02
0,79,7.467853E-02
0,80,7.460709E-02
0,81,7.452368E-02
0,82,7.442900E-02
0,83,7.432202E-02
0,84,7.420343E-02
0,85,7.407331E-02
0,86,7.393182E-02
0,87,7.377915E-02
0,88,7.361542E-02
0,89,7.344185E-02
0,90,7.325666E-02
0,91,7.306102E-02
0,92,7.285509E-02
0,93,7.263912E-02
0,94,7.241334E-02
0,95,7.217795E-02
0,96,7.193322E-02
0,97,7.168082E-02
0,98,7.141819E-02
0,99,7.114692E-02
0,100,7.086734E-02
0,101,7.057967E-02
0,102,7.028419E-02
0,103,6.998115E-02
0,104,6.967259E-02
0,105,6.935534E-02
0,106,6.903134E-02
0,107,6.870088E-02
0,108,6.836428E-02
0,109,6.802174E-02
0,110,6.767359E-02
0,111,6.732206E-02
0,112,6.696348E-02
0,113,6.660006E-02
0,114,6.623211E-02
0,115,6.585985E-02
0,116,6.548356E-02
0,117,6.510350E-02
0,118,6.471990E-02
0,119,6.433516E-02
0,120,6.394525E-02
0,121,6.355255E-02
0,122,6.315727E-02
0,123,6.275966E-02
0,124,6.235992E-02
0,125,6.195828E-02
0,126,7.644743E-02
0,127,7.640826E-02
0,128,7.636914E-02
0,129,7.633004E-02
0,130,7.629118E-02
0,131,7.625215E-02
0,132,7.621316E-02
0,133,7.617420E-02
0,134,7.613529E-02
0,135,7.609640E-02
0,136,7.605755E-02
0,137,7.601873E-02
0,138,7.598018E-02
0,139,7.594145E-02
0,140,7.590481E-02
0,141,7.585583E-02
0,142,7.579430E-02
0,143,7.572028E-02
0,144,7.563390E-02
0,145,7.553579E-02
0,146,7.542500E-02
0,147,7.530218E-02
0,148,7.516745E-02
0,149,7.502095E-02
0,150,7.486288E-02
0,151,7.469341E-02
0,152,7.451372E-02
0,153,7.432208E-02
0,154,7.411961E-02
0,155,7.390656E-02
0,156,7.368314E-02
0,157,7.344960E-02
0,158,7.320617E-02
0,159,7.295800E-02
0,160,7.269702E-02
0,161,7.242548E-02
0,162,7.214509E-02
0,163,7.185615E-02
0,164,7.155890E-02
0,165,7.125366E-02
0,166,7.094065E-02
0,167,7.062201E-02
0,168,7.029444E-02
0,169,6.996001E-02
0,170,6.961898E-02
0,171,6.927167E-02
0,172,6.891833E-02
0,173,6.855926E-02
0,174,6.819678E-02
0,175,6.782712E-02
0,176,6.745260E-02
0,177,6.707346E-02
0,178,6.668997E-02
0,179,6.630241E-02
0,180,6.591108E-02
0,181,6.551620E-02
0,182,6.512023E-02
0,183,6.471906E-02
0,184,6.431510E-02
0,185,6.390857E-02
0,186,6.349976E-02
0,187,6.308887E-02
0,188,6.267613E-02
0,189,7.761407E-02
0,190,7.757391E-02
0,191,7.753378E-02
0,192,7.749366E-02
0,193,7.745382E-02
0,194,7.741381E-02
0,195,7.737382E-02
0,196,7.733387E-02
0,197,7.729397E-02
0,198,7.725410E-02
0,199,7.721426E-02
0,200,7.717446E-02
0,201,7.713492E-02
0,202,7.709520E-02
0,203,7.705746E-02
0,204,7.700669E-02
0,205,7.694290E-02
0,206,7.686620E-02
0,207,7.677665E-02
0,208,7.667498E-02
0,209,7.656017E-02
0,210,7.643289E-02
0,211,7.629330E-02
0,212,7.614155E-02
0,213,7.597781E-02
0,214,7.580228E-02
0,215,7.561624E-02
0,216,7.541778E-02
0,217,7.520817E-02
0,218,7.498763E-02
0,219,7.475639E-02
0,220,7.451471E-02
0,221,7.426285E-02
0,222,7.400106E-02
0,223,7.373115E-02
0,224,7.345039E-02
0,225,7.316054E-02
0,226,7.286189E-02
0,227,7.255472E-02
0,228,7.223933E-02
0,229,7.191602E-02
0,230,7.158694E-02
0,231,7.124870E-02
0,232,7.090345E-02
0,233,7.055596E-02
0,234,7.019750E-02
0,235,6.983292E-02
0,236,6.946251E-02
0,237,6.908868E-02
0,238,6.870754E-02
0,239,6.832145E-02
0,240,6.793071E-02
0,241,6.753558E-02
0,242,6.713637E-02
0,243,6.673335E-02
0,244,6.632676E-02
0,245,6.591920E-02
0,246,6.550634E-02
0,247,6.509073E-02
0,248,6.467260E-02
0,249,6.425222E-02
0,250,6.382980E-02
0,251,6.340558E-02
0,252,7.880425E-02
0,253,7.876303E-02
0,254,7.872189E-02
0,255,7.868645E-02
