site_id,lon,lat
0,116.72000,-31.93152
1,116.72000,-31.92972
2,116.72000,-31.92792
3,116.72000,-31.92612
4,116.72000,-31.92432
5,116.72000,-31.92252
6,116.72000,-31.92072
7,116.72000,-31.91893
8,116.72000,-31.91713
9,116.72000,-31.91533
10,116.72000,-31.91353
11,116.72000,-31.91173
12,116.72000,-31.90993
13,116.72000,-31.90813
14,116.72000,-31.90633
15,116.72000,-31.90454
16,116.72000,-31.90274
17,116.72000,-31.90094
18,116.72000,-31.89914
19,116.72000,-31.89734
20,116.72000,-31.89554
21,116.72000,-31.89374
22,116.72000,-31.89195
23,116.72000,-31.89015
24,116.72000,-31.88835
25,116.72000,-31.88655
26,116.72000,-31.88475
27,116.72000,-31.88295
28,116.72000,-31.88115
29,116.72000,-31.87936
30,116.72000,-31.87756
31,116.72000,-31.87576
32,116.72000,-31.87396
33,116.72000,-31.87216
34,116.72000,-31.87036
35,116.72000,-31.86856
36,116.72000,-31.86676
37,116.72000,-31.86497
38,116.72000,-31.86317
39,116.72000,-31.86137
40,116.72000,-31.85957
41,116.72000,-31.85777
42,116.72000,-31.85597
43,116.72000,-31.85417
44,116.72000,-31.85238
45,116.72000,-31.85058
46,116.72000,-31.84878
47,116.72000,-31.84698
48,116.72000,-31.84518
49,116.72000,-31.84338
50,116.72000,-31.84158
51,116.72000,-31.83979
52,116.72000,-31.83799
53,116.72000,-31.83619
54,116.72000,-31.83439
55,116.72000,-31.83259
56,116.72000,-31.83079
57,116.72000,-31.82899
58,116.72000,-31.82719
59,116.72000,-31.82540
60,116.72000,-31.82360
61,116.72000,-31.82180
62,116.72000,-31.82000
63,116.72211,-31.83619
64,116.72211,-31.83439
65,116.72211,-31.83259
66,116.72211,-31.83079
67,116.72211,-31.82899
68,116.72211,-31.82719
69,116.72211,-31.82540
70,116.72211,-31.82360
71,116.72211,-31.82180
72,116.72211,-31.82000
73,116.72212,-31.93152
74,116.72212,-31.92972
75,116.72212,-31.92792
76,116.72212,-31.92612
77,116.72212,-31.92432
78,116.72212,-31.92252
79,116.72212,-31.92072
80,116.72212,-31.91893
81,116.72212,-31.91713
82,116.72212,-31.91533
83,116.72212,-31.91353
84,116.72212,-31.91173
85,116.72212,-31.90993
86,116.72212,-31.90813
87,116.72212,-31.90633
88,116.72212,-31.90454
89,116.72212,-31.90274
90,116.72212,-31.90094
91,116.72212,-31.89914
92,116.72212,-31.89734
93,116.72212,-31.89554
94,116.72212,-31.89374
95,116.72212,-31.89195
96,116.72212,-31.89015
97,116.72212,-31.88835
98,116.72212,-31.88655
99,116.72212,-31.88475
100,116.72212,-31.88295
101,116.72212,-31.88115
102,116.72212,-31.87936
103,116.72212,-31.87756
104,116.72212,-31.87576
105,116.72212,-31.87396
106,116.72212,-31.87216
107,116.72212,-31.87036
108,116.72212,-31.86856
109,116.72212,-31.86676
110,116.72212,-31.86497
111,116.72212,-31.86317
112,116.72212,-31.86137
113,116.72212,-31.85957
114,116.72212,-31.85777
115,116.72212,-31.85597
116,116.72212,-31.85417
117,116.72212,-31.85238
118,116.72212,-31.85058
119,116.72212,-31.84878
120,116.72212,-31.84698
121,116.72212,-31.84518
122,116.72212,-31.84338
123,116.72212,-31.84158
124,116.72212,-31.83979
125,116.72212,-31.83799
126,116.72423,-31.87756
127,116.72423,-31.87576
128,116.72423,-31.87396
129,116.72423,-31.87216
130,116.72423,-31.87036
131,116.72423,-31.86856
132,116.72423,-31.86676
133,116.72423,-31.86497
134,116.72423,-31.86317
135,116.72423,-31.86137
136,116.72423,-31.85957
137,116.72423,-31.85777
138,116.72423,-31.85597
139,116.72423,-31.85417
140,116.72423,-31.85238
141,116.72423,-31.85058
142,116.72423,-31.84878
143,116.72423,-31.84698
144,116.72423,-31.84518
145,116.72423,-31.84338
146,116.72423,-31.84158
147,116.72423,-31.83979
148,116.72423,-31.83799
149,116.72423,-31.83619
150,116.72423,-31.83439
151,116.72423,-31.83259
152,116.72423,-31.83079
153,116.72423,-31.82899
154,116.72423,-31.82719
155,116.72423,-31.82540
156,116.72423,-31.82360
157,116.72423,-31.82180
158,116.72423,-31.82000
159,116.72424,-31.93152
160,116.72424,-31.92972
161,116.72424,-31.92792
162,116.72424,-31.92612
163,116.72424,-31.92432
164,116.72424,-31.92252
165,116.72424,-31.92072
166,116.72424,-31.91893
167,116.72424,-31.91713
168,116.72424,-31.91533
169,116.72424,-31.91353
170,116.72424,-31.91173
171,116.72424,-31.90993
172,116.72424,-31.90813
173,116.72424,-31.90633
174,116.72424,-31.90454
175,116.72424,-31.90274
176,116.72424,-31.90094
177,116.72424,-31.89914
178,116.72424,-31.89734
179,116.72424,-31.89554
180,116.72424,-31.89374
181,116.72424,-31.89195
182,116.72424,-31.89015
183,116.72424,-31.88835
184,116.72424,-31.88655
185,116.72424,-31.88475
186,116.72424,-31.88295
187,116.72424,-31.88115
188,116.72424,-31.87936
189,116.72635,-31.89734
190,116.72635,-31.89554
191,116.72635,-31.89374
192,116.72635,-31.89195
193,116.72635,-31.89015
194,116.72635,-31.88835
195,116.72635,-31.88655
196,116.72635,-31.88475
197,116.72635,-31.88295
198,116.72635,-31.88115
199,116.72635,-31.87936
200,116.72635,-31.87756
201,116.72635,-31.87576
202,116.72635,-31.87396
203,116.72635,-31.87216
204,116.72635,-31.87036
205,116.72635,-31.86856
206,116.72635,-31.86676
207,116.72635,-31.86497
208,116.72635,-31.86317
209,116.72635,-31.86137
210,116.72635,-31.85957
211,116.72635,-31.85777
212,116.72635,-31.85597
213,116.72635,-31.85417
214,116.72635,-31.85238
215,116.72635,-31.85058
216,116.72635,-31.84878
217,116.72635,-31.84698
218,116.72635,-31.84518
219,116.72635,-31.84338
220,116.72635,-31.84158
221,116.72635,-31.83979
222,116.72635,-31.83799
223,116.72635,-31.83619
224,116.72635,-31.83439
225,116.72635,-31.83259
226,116.72635,-31.83079
227,116.72635,-31.82899
228,116.72635,-31.82719
229,116.72635,-31.82540
230,116.72635,-31.82360
231,116.72635,-31.82180
232,116.72635,-31.82000
233,116.72636,-31.93152
234,116.72636,-31.92972
235,116.72636,-31.92792
236,116.72636,-31.92612
237,116.72636,-31.92432
238,116.72636,-31.92252
239,116.72636,-31.92072
240,116.72636,-31.91893
241,116.72636,-31.91713
242,116.72636,-31.91533
243,116.72636,-31.91353
244,116.72636,-31.91173
245,116.72636,-31.90993
246,116.72636,-31.90813
247,116.72636,-31.90633
248,116.72636,-31.90454
249,116.72636,-31.90274
250,116.72636,-31.90094
251,116.72636,-31.89914
252,116.72846,-31.82360
253,116.72846,-31.82180
254,116.72846,-31.82000
255,116.72847,-31.90993
256,116.72847,-31.90813
257,116.72847,-31.90633
258,116.72847,-31.90454
259,116.72847,-31.90274
260,116.72847,-31.90094
261,116.72847,-31.89914
262,116.72847,-31.89734
263,116.72847,-31.89554
264,116.72847,-31.89374
265,116.72847,-31.89195
266,116.72847,-31.89015
267,116.72847,-31.88835
268,116.72847,-31.88655
269,116.72847,-31.88475
270,116.72847,-31.88295
271,116.72847,-31.88115
272,116.72847,-31.87936
273,116.72847,-31.87756
274,116.72847,-31.87576
275,116.72847,-31.87396
276,116.72847,-31.87216
277,116.72847,-31.87036
278,116.72847,-31.86856
279,116.72847,-31.86676
280,116.72847,-31.86497
281,116.72847,-31.86317
282,116.72847,-31.86137
283,116.72847,-31.85957
284,116.72847,-31.85777
285,116.72847,-31.85597
286,116.72847,-31.85417
287,116.72847,-31.85238
288,116.72847,-31.85058
289,116.72847,-31.84878
290,116.72847,-31.84698
291,116.72847,-31.84518
292,116.72847,-31.84338
293,116.72847,-31.84158
294,116.72847,-31.83979
295,116.72847,-31.83799
296,116.72847,-31.83619
297,116.72847,-31.83439
298,116.72847,-31.83259
299,116.72847,-31.83079
300,116.72847,-31.82899
301,116.72847,-31.82719
302,116.72847,-31.82540
303,116.72848,-31.93152
304,116.72848,-31.92972
305,116.72848,-31.92792
306,116.72848,-31.92612
307,116.72848,-31.92432
308,116.72848,-31.92252
309,116.72848,-31.92072
310,116.72848,-31.91893
311,116.72848,-31.91713
312,116.72848,-31.91533
313,116.72848,-31.91353
314,116.72848,-31.91173
315,116.73058,-31.84518
316,116.73058,-31.84338
317,116.73058,-31.84158
318,116.73058,-31.83979
319,116.73058,-31.83799
320,116.73058,-31.83619
321,116.73058,-31.83439
322,116.73058,-31.83259
323,116.73058,-31.83079
324,116.73058,-31.82899
325,116.73058,-31.82719
326,116.73058,-31.82540
327,116.73058,-31.82360
328,116.73058,-31.82180
329,116.73058,-31.82000
330,116.73059,-31.91893
331,116.73059,-31.91713
332,116.73059,-31.91533
333,116.73059,-31.91353
334,116.73059,-31.91173
335,116.73059,-31.90993
336,116.73059,-31.90813
337,116.73059,-31.90633
338,116.73059,-31.90454
339,116.73059,-31.90274
340,116.73059,-31.90094
341,116.73059,-31.89914
342,116.73059,-31.89734
343,116.73059,-31.89554
344,116.73059,-31.89374
345,116.73059,-31.89195
346,116.73059,-31.89015
347,116.73059,-31.88835
348,116.73059,-31.88655
349,116.73059,-31.88475
350,116.73059,-31.88295
351,116.73059,-31.88115
352,116.73059,-31.87936
353,116.73059,-31.87756
354,116.73059,-31.87576
355,116.73059,-31.87396
356,116.73059,-31.87216
357,116.73059,-31.87036
358,116.73059,-31.86856
359,116.73059,-31.86676
360,116.73059,-31.86497
361,116.73059,-31.86317
362,116.73059,-31.86137
363,116.73059,-31.85957
364,116.73059,-31.85777
365,116.73059,-31.85597
366,116.73059,-31.85417
367,116.73059,-31.85238
368,116.73059,-31.85058
369,116.73059,-31.84878
370,116.73059,-31.84698
371,116.73060,-31.93152
372,116.73060,-31.92972
373,116.73060,-31.92792
374,116.73060,-31.92612
375,116.73060,-31.92432
376,116.73060,-31.92252
377,116.73060,-31.92072
378,116.73270,-31.86137
379,116.73270,-31.85957
380,116.73270,-31.85777
381,116.73270,-31.85597
382,116.73270,-31.85417
383,116.73270,-31.85238
384,116.73270,-31.85058
385,116.73270,-31.84878
386,116.73270,-31.84698
387,116.73270,-31.84518
388,116.73270,-31.84338
389,116.73270,-31.84158
390,116.73270,-31.83979
391,116.73270,-31.83799
392,116.73270,-31.83619
393,116.73270,-31.83439
394,116.73270,-31.83259
395,116.73270,-31.83079
396,116.73270,-31.82899
397,116.73270,-31.82719
398,116.73270,-31.82540
399,116.73270,-31.82360
400,116.73270,-31.82180
401,116.73270,-31.82000
402,116.73271,-31.92432
403,116.73271,-31.92252
404,116.73271,-31.92072
405,116.73271,-31.91893
406,116.73271,-31.91713
407,116.73271,-31.91533
408,116.73271,-31.91353
409,116.73271,-31.91173
410,116.73271,-31.90993
411,116.73271,-31.90813
412,116.73271,-31.90633
413,116.73271,-31.90454
414,116.73271,-31.90274
415,116.73271,-31.90094
416,116.73271,-31.89914
417,116.73271,-31.89734
418,116.73271,-31.89554
419,116.73271,-31.89374
420,116.73271,-31.89195
421,116.73271,-31.89015
422,116.73271,-31.88835
423,116.73271,-31.88655
424,116.73271,-31.88475
425,116.73271,-31.88295
426,116.73271,-31.88115
427,116.73271,-31.87936
428,116.73271,-31.87756
429,116.73271,-31.87576
430,116.73271,-31.87396
431,116.73271,-31.87216
432,116.73271,-31.87036
433,116.73271,-31.86856
434,116.73271,-31.86676
435,116.73271,-31.86497
436,116.73271,-31.86317
437,116.73272,-31.93152
438,116.73272,-31.92972
439,116.73272,-31.92792
440,116.73272,-31.92612
441,116.73481,-31.82000
442,116.73482,-31.87396
443,116.73482,-31.87216
444,116.73482,-31.87036
445,116.73482,-31.86856
446,116.73482,-31.86676
447,116.73482,-31.86497
448,116.73482,-31.86317
449,116.73482,-31.86137
450,116.73482,-31.85957
451,116.73482,-31.85777
452,116.73482,-31.85597
453,116.73482,-31.85417
454,116.73482,-31.85238
455,116.73482,-31.85058
456,116.73482,-31.84878
457,116.73482,-31.84698
458,116.73482,-31.84518
459,116.73482,-31.84338
460,116.73482,-31.84158
461,116.73482,-31.83979
462,116.73482,-31.83799
463,116.73482,-31.83619
464,116.73482,-31.83439
465,116.73482,-31.83259
466,116.73482,-31.83079
467,116.73482,-31.82899
468,116.73482,-31.82719
469,116.73482,-31.82540
470,116.73482,-31.82360
471,116.73482,-31.82180
472,116.73483,-31.92792
473,116.73483,-31.92612
474,116.73483,-31.92432
475,116.73483,-31.92252
476,116.73483,-31.92072
477,116.73483,-31.91893
478,116.73483,-31.91713
479,116.73483,-31.91533
480,116.73483,-31.91353
481,116.73483,-31.91173
482,116.73483,-31.90993
483,116.73483,-31.90813
484,116.73483,-31.90633
485,116.73483,-31.90454
486,116.73483,-31.90274
487,116.73483,-31.90094
488,116.73483,-31.89914
489,116.73483,-31.89734
490,116.73483,-31.89554
491,116.73483,-31.89374
492,116.73483,-31.89195
493,116.73483,-31.89015
494,116.73483,-31.88835
495,116.73483,-31.88655
496,116.73483,-31.88475
497,116.73483,-31.88295
498,116.73483,-31.88115
499,116.73483,-31.87936
500,116.73483,-31.87756
501,116.73483,-31.87576
502,116.73484,-31.93152
503,116.73484,-31.92972
504,116.73693,-31.83439
505,116.73693,-31.83259
506,116.73693,-31.83079
507,116.73693,-31.82899
508,116.73693,-31.82719
509,116.73693,-31.82540
510,116.73693,-31.82360
511,116.73693,-31.82180
512,116.73693,-31.82000
513,116.73694,-31.88295
514,116.73694,-31.88115
515,116.73694,-31.87936
516,116.73694,-31.87756
517,116.73694,-31.87576
518,116.73694,-31.87396
519,116.73694,-31.87216
520,116.73694,-31.87036
521,116.73694,-31.86856
522,116.73694,-31.86676
523,116.73694,-31.86497
524,116.73694,-31.86317
525,116.73694,-31.86137
526,116.73694,-31.85957
527,116.73694,-31.85777
528,116.73694,-31.85597
529,116.73694,-31.85417
530,116.73694,-31.85238
531,116.73694,-31.85058
532,116.73694,-31.84878
533,116.73694,-31.84698
534,116.73694,-31.84518
535,116.73694,-31.84338
536,116.73694,-31.84158
537,116.73694,-31.83979
538,116.73694,-31.83799
539,116.73694,-31.83619
540,116.73695,-31.93152
541,116.73695,-31.92972
542,116.73695,-31.92792
543,116.73695,-31.92612
544,116.73695,-31.92432
545,116.73695,-31.92252
546,116.73695,-31.92072
547,116.73695,-31.91893
548,116.73695,-31.91713
549,116.73695,-31.91533
550,116.73695,-31.91353
551,116.73695,-31.91173
552,116.73695,-31.90993
553,116.73695,-31.90813
554,116.73695,-31.90633
555,116.73695,-31.90454
556,116.73695,-31.90274
557,116.73695,-31.90094
558,116.73695,-31.89914
559,116.73695,-31.89734
560,116.73695,-31.89554
561,116.73695,-31.89374
562,116.73695,-31.89195
563,116.73695,-31.89015
564,116.73695,-31.88835
565,116.73695,-31.88655
566,116.73695,-31.88475
567,116.73905,-31.84698
568,116.73905,-31.84518
569,116.73905,-31.84338
570,116.73905,-31.84158
571,116.73905,-31.83979
572,116.73905,-31.83799
573,116.73905,-31.83619
574,116.73905,-31.83439
575,116.73905,-31.83259
576,116.73905,-31.83079
577,116.73905,-31.82899
578,116.73905,-31.82719
579,116.73905,-31.82540
580,116.73905,-31.82360
581,116.73905,-31.82180
582,116.73905,-31.82000
583,116.73906,-31.89195
584,116.73906,-31.89015
585,116.73906,-31.88835
586,116.73906,-31.88655
587,116.73906,-31.88475
588,116.73906,-31.88295
589,116.73906,-31.88115
590,116.73906,-31.87936
591,116.73906,-31.87756
592,116.73906,-31.87576
593,116.73906,-31.87396
594,116.73906,-31.87216
595,116.73906,-31.87036
596,116.73906,-31.86856
597,116.73906,-31.86676
598,116.73906,-31.86497
599,116.73906,-31.86317
600,116.73906,-31.86137
601,116.73906,-31.85957
602,116.73906,-31.85777
603,116.73906,-31.85597
604,116.73906,-31.85417
605,116.73906,-31.85238
606,116.73906,-31.85058
607,116.73906,-31.84878
608,116.73907,-31.93152
609,116.73907,-31.92972
610,116.73907,-31.92792
611,116.73907,-31.92612
612,116.73907,-31.92432
613,116.73907,-31.92252
614,116.73907,-31.92072
615,116.73907,-31.91893
616,116.73907,-31.91713
617,116.73907,-31.91533
618,116.73907,-31.91353
619,116.73907,-31.91173
620,116.73907,-31.90993
